,영화,리뷰,평점,site,okt_review,okt_details,okt_polarity
0,명량,여기에 말같잖은 평다는 놈들은 매국노 인증인 듯,10.0,naver,"[('여기', 'Noun'), ('에', 'Josa'), ('말', 'Noun'), ('같잖다', 'Adjective'), ('평', 'Noun'), ('달다', 'Verb'), ('놈', 'Noun'), ('들', 'Suffix'), ('은', 'Josa'), ('매국노', 'Noun'), ('인증', 'Noun'), ('인', 'Josa'), ('듯', 'Noun')]","[[3, [('같잖다', 'Adjective')], -1.0]]",-1.0
1,명량,다 좋았어요 한산보고 나서 보니 더 좋네요,10.0,naver,"[('다', 'Adverb'), ('좋다', 'Adjective'), ('한산', 'Noun'), ('보고', 'Noun'), ('나서다', 'Verb'), ('보다', 'Verb'), ('더', 'Noun'), ('좋다', 'Adjective')]","[[1, [('좋다', 'Adjective')], 2.0], [7, [('좋다', 'Adjective')], 2.0]]",4.0
2,명량,2번째 본 역사영화 진짜 이순신은 대단한 영웅 중에 영웅보는 내내 끝까지 긴장 놓을 수 없고 이순신이란 인물이 정말 대단한 영웅임,10.0,naver,"[('2', 'Number'), ('번째', 'Suffix'), ('보다', 'Verb'), ('역사영화', 'Noun'), ('진짜', 'Noun'), ('이순신', 'Noun'), ('은', 'Josa'), ('대단하다', 'Adjective'), ('영웅', 'Noun'), ('중', 'Noun'), ('에', 'Josa'), ('영웅', 'Noun'), ('보다', 'Verb'), ('내내', 'Noun'), ('끝', 'Noun'), ('까지', 'Josa'), ('긴장', 'Noun'), ('놓다', 'Verb'), ('수', 'Noun'), ('없다', 'Adjective'), ('이순신', 'Noun'), ('이란', 'Josa'), ('인물', 'Noun'), ('이', 'Josa'), ('정말', 'Noun'), ('대단하다', 'Adjective'), ('영웅', 'Noun'), ('임', 'Noun')]","[[7, [('대단하다', 'Adjective')], 2.0], [8, [('영웅', 'Noun')], 2.0], [11, [('영웅', 'Noun')], 2.0], [19, [('없다', 'Adjective')], -1.0], [25, [('대단하다', 'Adjective')], 2.0], [26, [('영웅', 'Noun')], 2.0]]",9.0
3,명량,정말 거짓말 안 한다클레멘타인에 대한 평가를 호평으로 오해했으면 관객 수가 이리 나왔을 수도 있겠다는 생각이 들었다,1.0,naver,"[('정말', 'Noun'), ('거짓말', 'Noun'), ('안', 'Noun'), ('하다', 'Verb'), ('클레멘타인', 'Noun'), ('에', 'Josa'), ('대한', 'Noun'), ('평가', 'Noun'), ('를', 'Josa'), ('호평', 'Noun'), ('으로', 'Josa'), ('오해', 'Noun'), ('하다', 'Verb'), ('관객', 'Noun'), ('수가', 'Noun'), ('이리', 'Adverb'), ('나오다', 'Verb'), ('수도', 'Noun'), ('있다', 'Adjective'), ('생각', 'Noun'), ('이', 'Josa'), ('들다', 'Verb')]","[[11, [('오해', 'Noun'), ('하다', 'Verb')], -1.0], [1, [('거짓말', 'Noun')], -2.0]]",-3.0
4,명량,재미있게 잘 봤습니다,10.0,naver,"[('재미있다', 'Adjective'), ('자다', 'Verb'), ('보다', 'Verb')]","[[0, [('재미있다', 'Adjective')], 2.0]]",2.0
5,명량,조선용 감하다,10.0,naver,"[('조', 'Modifier'), ('선용', 'Noun'), ('감', 'Noun'), ('하다', 'Verb')]",[],0.0
6,명량,그냥 너무 지루 자체,1.0,naver,"[('그냥', 'Noun'), ('너무', 'Adverb'), ('지루', 'Noun'), ('자체', 'Noun')]","[[2, [('지루', 'Noun')], -1.0]]",-1.0
7,명량,사람들이 영화에 대한 평점이 아닌 이순신에 대한 평점을 매기는구나 국뽕에 눈 돌아가는 것 좀 자제했으면,6.0,naver,"[('사람', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('영화', 'Noun'), ('에', 'Josa'), ('대한', 'Noun'), ('평점', 'Noun'), ('이', 'Josa'), ('아니다', 'Adjective'), ('이순신', 'Noun'), ('에', 'Josa'), ('대한', 'Noun'), ('평점', 'Noun'), ('을', 'Josa'), ('매다', 'Verb'), ('국뽕', 'Noun'), ('에', 'Josa'), ('눈', 'Noun'), ('돌아가다', 'Verb'), ('것', 'Noun'), ('좀', 'Noun'), ('자제', 'Noun'), ('하다', 'Verb')]","[[8, [('아니다', 'Adjective')], -2.0]]",-2.0
8,명량,구루지마 이름도 없는 일본 장수 올려치는 거에서 1점줌,1.0,naver,"[('구', 'Modifier'), ('루지', 'Noun'), ('마', 'Noun'), ('이름', 'Noun'), ('도', 'Josa'), ('없다', 'Adjective'), ('일본', 'Noun'), ('장수', 'Noun'), ('올리다', 'Verb'), ('거', 'Noun'), ('에서', 'Josa'), ('1', 'Number'), ('점줌', 'Noun')]","[[5, [('없다', 'Adjective')], -1.0]]",-1.0
9,명량,330척12척에 대결 아주 화려한 해상전쟁 영화였다,10.0,naver,"[('330', 'Number'), ('척', 'Noun'), ('12', 'Number'), ('척', 'Noun'), ('에', 'Josa'), ('대결', 'Noun'), ('아주', 'Noun'), ('화려하다', 'Adjective'), ('해상전쟁', 'Noun'), ('영화', 'Noun'), ('이다', 'Verb')]","[[7, [('화려하다', 'Adjective')], 1.0]]",1.0
10,명량,이순신을 모독한 영화 미친 귀신대가리가 이순신으로 나오네올드 보이 찍나,2.0,naver,"[('이순신', 'Noun'), ('을', 'Josa'), ('모독', 'Noun'), ('한', 'Josa'), ('영화', 'Noun'), ('미치다', 'Adjective'), ('귀', 'Modifier'), ('신', 'Modifier'), ('대가리', 'Noun'), ('가', 'Josa'), ('이순신', 'Noun'), ('으로', 'Josa'), ('나오다', 'Verb'), ('올드', 'Noun'), ('보이', 'Noun'), ('찍', 'Noun'), ('나', 'Josa')]",[],0.0
11,명량,이순신 영화입니다,10.0,naver,"[('이순신', 'Noun'), ('영화', 'Noun'), ('이다', 'Adjective')]",[],0.0
12,명량,심심해서 봤는데 재밌습니다,9.0,naver,"[('심심하다', 'Adjective'), ('보다', 'Verb'), ('재밌다', 'Adjective')]",[],0.0
13,명량,기대하고 봤는데 다행히 충족되었습니다,10.0,naver,"[('기대하다', 'Adjective'), ('보다', 'Verb'), ('다행하다', 'Adjective'), ('충족', 'Noun'), ('되어다', 'Verb')]","[[0, [('기대하다', 'Adjective')], 1.0]]",1.0
14,명량,명량해전 하나만 좋았다,6.0,naver,"[('명량해전', 'Noun'), ('하나', 'Noun'), ('만', 'Josa'), ('좋다', 'Adjective')]","[[3, [('좋다', 'Adjective')], 2.0]]",2.0
15,명량,뻔하고 진부한 개국 뽕 영화 꾸덕 끄덕 수준 너무 떨어짐,2.0,naver,"[('뻔하다', 'Adjective'), ('진부하다', 'Adjective'), ('개국', 'Noun'), ('뽕', 'Noun'), ('영화', 'Noun'), ('꾸다', 'Verb'), ('덕', 'Noun'), ('끄덕', 'Noun'), ('수준', 'Noun'), ('너무', 'Adverb'), ('떨어지다', 'Verb')]","[[6, [('덕', 'Noun')], 2.0], [10, [('떨어지다', 'Verb')], -1.0]]",1.0
16,명량,너무 재미있게 봤어요굿,10.0,naver,"[('너무', 'Adverb'), ('재미있다', 'Adjective'), ('보다', 'Verb'), ('굿', 'Noun')]","[[1, [('재미있다', 'Adjective')], 2.0]]",2.0
17,명량,그냥 보는 내내 울컥함 감사합니다 나라를 지켜주셔서,10.0,naver,"[('그냥', 'Noun'), ('보다', 'Verb'), ('내내', 'Noun'), ('울컥', 'Adverb'), ('함', 'Noun'), ('감사하다', 'Verb'), ('나라', 'Noun'), ('를', 'Josa'), ('지키다', 'Verb')]","[[5, [('감사하다', 'Verb')], 2.0]]",2.0
18,명량,말모 대한민국 최고,10.0,naver,"[('말모', 'Noun'), ('대한민국', 'Noun'), ('최고', 'Noun')]","[[2, [('최고', 'Noun')], 2.0]]",2.0
19,명량,최민식 님 연기 정말 대단합니다,10.0,naver,"[('최민식', 'Noun'), ('님', 'Suffix'), ('연기', 'Noun'), ('정말', 'Noun'), ('대단하다', 'Adjective')]","[[4, [('대단하다', 'Adjective')], 2.0]]",2.0
20,명량,보면 볼수록 가슴이 뭉클합니다 대작입니다,10.0,naver,"[('보다', 'Verb'), ('보다', 'Verb'), ('가슴', 'Noun'), ('이', 'Josa'), ('뭉클하다', 'Adjective'), ('대작', 'Noun'), ('이다', 'Adjective')]",[],0.0
21,명량,두 시간이 시간 가는 줄 모름,10.0,naver,"[('두', 'Noun'), ('시간', 'Noun'), ('이', 'Josa'), ('시간', 'Noun'), ('가다', 'Verb'), ('줄', 'Noun'), ('모름', 'Noun')]",[],0.0
22,명량,나침반이나 등대 같은 첨단 기술이 없던 옛날에 자연지형을 이용해서 저런 전술로 총질로 쳐들어오는 왜놈들 틈바구니에서 나라를 구한 역사가 국뽕이 라 뇨나라에 대해 그런 마음이라도 가질 수 있는지,10.0,naver,"[('나침반', 'Noun'), ('이나', 'Josa'), ('등대', 'Noun'), ('같다', 'Adjective'), ('첨단', 'Noun'), ('기술', 'Noun'), ('이', 'Josa'), ('없다', 'Adjective'), ('옛날', 'Noun'), ('에', 'Josa'), ('자연', 'Noun'), ('지형', 'Noun'), ('을', 'Josa'), ('이용', 'Noun'), ('하다', 'Verb'), ('저런', 'Noun'), ('전술', 'Noun'), ('로', 'Josa'), ('총', 'Modifier'), ('질', 'Noun'), ('로', 'Josa'), ('치다', 'Verb'), ('들어오다', 'Verb'), ('왜놈', 'Noun'), ('들', 'Suffix'), ('틈', 'Noun'), ('바구니', 'Noun'), ('에서', 'Josa'), ('나라', 'Noun'), ('를', 'Josa'), ('구한', 'Noun'), ('역사', 'Noun'), ('가', 'Josa'), ('국뽕', 'Noun'), ('이', 'Josa'), ('라', 'Josa'), ('뇨', 'Noun'), ('나라', 'Suffix'), ('에', 'Josa'), ('대해', 'Noun'), ('그렇다', 'Adjective'), ('마음', 'Noun'), ('이라도', 'Josa'), ('가지다', 'Verb'), ('수', 'Noun'), ('있다', 'Adjective')]","[[7, [('없다', 'Adjective')], -1.0]]",-1.0
23,명량,진짜 굿재밋 엇어요 감동 최고스,10.0,naver,"[('진짜', 'Noun'), ('굿', 'Noun'), ('재밌다', 'Adjective'), ('엇어', 'Noun'), ('요', 'Josa'), ('감동', 'Noun'), ('최', 'Noun'), ('고스', 'Noun')]","[[5, [('감동', 'Noun')], 2.0]]",2.0
24,명량,진짜 재미없음 디테일하게 감상평쓸 가치도 없음,1.0,naver,"[('진짜', 'Noun'), ('재미없다', 'Adjective'), ('디테일', 'Noun'), ('하다', 'Verb'), ('감상', 'Noun'), ('평', 'Noun'), ('쓸다', 'Verb'), ('가치', 'Noun'), ('도', 'Josa'), ('없다', 'Adjective')]","[[1, [('재미없다', 'Adjective')], -1.0], [7, [('가치', 'Noun')], 1.0], [9, [('없다', 'Adjective')], -1.0]]",-1.0
25,명량,최근에 극장에서 한산을 보고 뒤늦게 티빙으로 명량을 봤습니다 특히 해상 전 연출은 개인적으로 한산보다 더 긴장감 있게 잘 묘사했다고 봅니다 말 그대로 가슴이 웅장해지는 최고의 승리,10.0,naver,"[('최근', 'Noun'), ('에', 'Josa'), ('극장', 'Noun'), ('에서', 'Josa'), ('한산', 'Noun'), ('을', 'Josa'), ('보고', 'Noun'), ('뒤늦다', 'Adjective'), ('티빙', 'Noun'), ('으로', 'Josa'), ('명량', 'Noun'), ('을', 'Josa'), ('보다', 'Verb'), ('특히', 'Adverb'), ('해상', 'Noun'), ('전', 'Noun'), ('연출', 'Noun'), ('은', 'Josa'), ('개인', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa'), ('한산', 'Noun'), ('보다', 'Josa'), ('더', 'Noun'), ('긴장감', 'Noun'), ('있다', 'Adjective'), ('자다', 'Verb'), ('묘사', 'Noun'), ('하다', 'Verb'), ('보다', 'Verb'), ('말', 'Noun'), ('그대로', 'Noun'), ('가슴', 'Noun'), ('이', 'Josa'), ('웅장', 'Noun'), ('하다', 'Verb'), ('최고', 'Noun'), ('의', 'Josa'), ('승리', 'Noun')]","[[36, [('최고', 'Noun'), ('의', 'Josa')], 2.0], [38, [('승리', 'Noun')], 2.0]]",4.0
26,명량,이순신 그는 라시라인정할 수밖에 없을 것이다 개인적으론 한산보다 더 명작이다,10.0,naver,"[('이순신', 'Noun'), ('그', 'Noun'), ('는', 'Josa'), ('라시', 'Noun'), ('라', 'Josa'), ('인정', 'Noun'), ('하다', 'Verb'), ('수', 'Noun'), ('밖에', 'Josa'), ('없다', 'Adjective'), ('것', 'Noun'), ('이다', 'Josa'), ('개인', 'Noun'), ('적', 'Suffix'), ('으론', 'Josa'), ('한산', 'Noun'), ('보다', 'Josa'), ('더', 'Noun'), ('명작', 'Noun'), ('이다', 'Josa')]","[[5, [('인정', 'Noun'), ('하다', 'Verb')], 1.0], [9, [('없다', 'Adjective')], -1.0]]",0.0
27,명량,뜬금없지만 고경표 배우가 여기에 나왔나요,10.0,naver,"[('뜬금', 'Noun'), ('없다', 'Adjective'), ('고경표', 'Noun'), ('배우', 'Noun'), ('가', 'Josa'), ('여기', 'Noun'), ('에', 'Josa'), ('나오다', 'Verb')]","[[1, [('없다', 'Adjective')], -1.0]]",-1.0
28,명량,애국심을 떠나 영화 자체를 더럽게 재미없게 만들었네 앞으로 김한민 감독은 무조건 거른다,1.0,naver,"[('애국심', 'Noun'), ('을', 'Josa'), ('떠나다', 'Verb'), ('영화', 'Noun'), ('자체', 'Noun'), ('를', 'Josa'), ('더럽다', 'Adjective'), ('재미없다', 'Adjective'), ('만들다', 'Verb'), ('앞', 'Noun'), ('으로', 'Josa'), ('김한민', 'Noun'), ('감독', 'Noun'), ('은', 'Josa'), ('무조건', 'Noun'), ('거른다', 'Noun')]","[[6, [('더럽다', 'Adjective')], -2.0], [7, [('재미없다', 'Adjective')], -1.0]]",-3.0
29,명량,한산보니 명량이 정말 연출 면에서 수작이었다는 걸 다시 느낌,10.0,naver,"[('한', 'Determiner'), ('산보', 'Noun'), ('니', 'Josa'), ('명량', 'Noun'), ('이', 'Josa'), ('정말', 'Noun'), ('연출', 'Noun'), ('면', 'Noun'), ('에서', 'Josa'), ('수작', 'Noun'), ('이다', 'Verb'), ('걸', 'Noun'), ('다시', 'Noun'), ('느낌', 'Noun')]",[],0.0
30,명량,최민식은 말할 것이 없지 뭐 유승룡 구루지 마포스 ㅎㄷㄷ,10.0,naver,"[('최민식', 'Noun'), ('은', 'Josa'), ('말', 'Noun'), ('하다', 'Verb'), ('것', 'Noun'), ('이', 'Josa'), ('없다', 'Adjective'), ('뭐', 'Noun'), ('유승룡', 'Noun'), ('구루', 'Noun'), ('지', 'Josa'), ('마', 'Noun'), ('포스', 'Noun')]","[[6, [('없다', 'Adjective')], -1.0]]",-1.0
31,명량,재미있게 봤습니다 진짜 가족들이랑 보고 1번 더 봤어요 명작,10.0,naver,"[('재미있다', 'Adjective'), ('보다', 'Verb'), ('진짜', 'Noun'), ('가족', 'Noun'), ('들', 'Suffix'), ('이랑', 'Josa'), ('보고', 'Noun'), ('1', 'Number'), ('번', 'Noun'), ('더', 'Noun'), ('보다', 'Verb'), ('명작', 'Noun')]","[[0, [('재미있다', 'Adjective')], 2.0]]",2.0
32,명량,옛날 노 젖는 배가 매끄럽고 빠르게 움직이는데 놀랐음,8.0,naver,"[('옛날', 'Noun'), ('노', 'Noun'), ('젖다', 'Verb'), ('배', 'Noun'), ('가', 'Josa'), ('매끄럽다', 'Adjective'), ('빠르다', 'Adjective'), ('움직이다', 'Verb'), ('놀라다', 'Verb')]","[[5, [('매끄럽다', 'Adjective')], 1.0], [6, [('빠르다', 'Adjective')], 1.0]]",2.0
33,명량,한산을 보니 더 잘 느껴진다한 산은 전쟁 물이 고명량은 국뽕물이 다 관객수가 서로 바뀌어야 한다,5.0,naver,"[('한산', 'Noun'), ('을', 'Josa'), ('보다', 'Verb'), ('더', 'Noun'), ('자다', 'Verb'), ('느껴지다', 'Verb'), ('산', 'Noun'), ('은', 'Josa'), ('전쟁', 'Noun'), ('물이', 'Noun'), ('고', 'Modifier'), ('명량', 'Noun'), ('은', 'Josa'), ('국뽕', 'Noun'), ('물이', 'Noun'), ('다', 'Adverb'), ('관객수', 'Noun'), ('가', 'Josa'), ('서로', 'Noun'), ('바뀌다', 'Verb'), ('하다', 'Verb')]",[],0.0
34,명량,보는 내내 가슴 웅장 뭉 클 꼭 봐야 합니다,10.0,naver,"[('보다', 'Verb'), ('내내', 'Noun'), ('가슴', 'Noun'), ('웅장', 'Noun'), ('뭉', 'Noun'), ('크다', 'Verb'), ('꼭', 'Noun'), ('보다', 'Verb'), ('하다', 'Verb')]","[[5, [('크다', 'Verb')], 1.0]]",1.0
35,명량,1000만 영화까지는 아니라고 봄이 거개봉했을 때 진짜 많이 졸았음,5.0,naver,"[('1000만', 'Number'), ('영화', 'Noun'), ('까지는', 'Josa'), ('아니다', 'Adjective'), ('봄', 'Noun'), ('이', 'Josa'), ('거', 'Noun'), ('개봉', 'Noun'), ('하다', 'Verb'), ('때', 'Noun'), ('진짜', 'Noun'), ('많이', 'Adverb'), ('졸다', 'Verb')]","[[3, [('아니다', 'Adjective')], -2.0]]",-2.0
36,명량,오늘부터 변요환한테 빠졋다 역시 우리나라 영화 찢었다 마음이 웅장해진다우리나라와 일본 디테일을 너무 잘 표현했다,10.0,naver,"[('오늘', 'Noun'), ('부터', 'Josa'), ('변', 'Noun'), ('요', 'Josa'), ('환', 'Noun'), ('한테', 'Josa'), ('빠졋다', 'Noun'), ('역시', 'Noun'), ('우리나라', 'Noun'), ('영화', 'Noun'), ('찢다', 'Verb'), ('마음', 'Noun'), ('이', 'Josa'), ('웅장', 'Noun'), ('하다', 'Verb'), ('우리나라', 'Noun'), ('와', 'Josa'), ('일본', 'Noun'), ('디테일', 'Noun'), ('을', 'Josa'), ('너무', 'Adverb'), ('자다', 'Verb'), ('표현', 'Noun'), ('하다', 'Verb')]",[],0.0
37,명량,이순신의 위대한 승리를 눈앞에서 보아서 좋았었다,8.0,naver,"[('이순신', 'Noun'), ('의', 'Josa'), ('위대하다', 'Adjective'), ('승리', 'Noun'), ('를', 'Josa'), ('눈앞', 'Noun'), ('에서', 'Josa'), ('보아', 'Noun'), ('서', 'Josa'), ('좋다', 'Adjective')]","[[2, [('위대하다', 'Adjective')], 2.0], [3, [('승리', 'Noun')], 2.0], [9, [('좋다', 'Adjective')], 2.0]]",6.0
38,명량,최민식 배우님 연기 정말 감동 자체입니다,10.0,naver,"[('최민식', 'Noun'), ('배우', 'Noun'), ('님', 'Suffix'), ('연기', 'Noun'), ('정말', 'Noun'), ('감동', 'Noun'), ('자체', 'Noun'), ('이다', 'Adjective')]","[[5, [('감동', 'Noun')], 2.0]]",2.0
39,명량,애국주의를 돈벌이에 이용하는 영화는 최악이 다 관객들도 반성하자 우리는 무안무치한 중국 인민들과는 달라야 하지 않겠나,2.0,naver,"[('애국', 'Noun'), ('주의', 'Noun'), ('를', 'Josa'), ('돈벌이', 'Noun'), ('에', 'Josa'), ('이용', 'Noun'), ('하다', 'Verb'), ('영화', 'Noun'), ('는', 'Josa'), ('최악', 'Noun'), ('이', 'Josa'), ('다', 'Adverb'), ('관객', 'Noun'), ('들', 'Suffix'), ('도', 'Josa'), ('반성', 'Noun'), ('하다', 'Verb'), ('우리', 'Noun'), ('는', 'Josa'), ('무안', 'Noun'), ('무치', 'Noun'), ('한', 'Josa'), ('중국', 'Noun'), ('인민', 'Noun'), ('들', 'Suffix'), ('과는', 'Josa'), ('달라', 'Noun'), ('야', 'Josa'), ('하다', 'Verb'), ('않다', 'Verb')]","[[9, [('최악', 'Noun')], -2.0]]",-2.0
40,명량,말이 않나 오게 재미있음,10.0,naver,"[('말', 'Noun'), ('이', 'Josa'), ('않다', 'Verb'), ('오다', 'Verb'), ('재미있다', 'Adjective')]","[[4, [('재미있다', 'Adjective')], 2.0]]",2.0
41,명량,보는 내내 눈물 참으면서 본 영화 목숨 바쳐 지킨다는 거,10.0,naver,"[('보다', 'Verb'), ('내내', 'Noun'), ('눈물', 'Noun'), ('참다', 'Verb'), ('보다', 'Verb'), ('영화', 'Noun'), ('목숨', 'Noun'), ('바치다', 'Verb'), ('지키다', 'Verb'), ('거', 'Noun')]","[[2, [('눈물', 'Noun')], -1.0]]",-1.0
42,명량,다시 봐도 역시 명작입니다 영화를 만드신 모든 관계자분들께 감사드립니다,10.0,naver,"[('다시', 'Noun'), ('보다', 'Verb'), ('역시', 'Noun'), ('명작', 'Noun'), ('이다', 'Adjective'), ('영화', 'Noun'), ('를', 'Josa'), ('만들다', 'Verb'), ('모든', 'Noun'), ('관계자', 'Noun'), ('분들', 'Suffix'), ('께', 'Josa'), ('감사', 'Noun'), ('드리다', 'Verb')]","[[12, [('감사', 'Noun')], 2.0]]",2.0
43,명량,국뽕영화니 지루하니 말이 많은데 이 정도면 볼 만하다 적당히 잘 만든 영화,7.0,naver,"[('국뽕', 'Noun'), ('영화니', 'Noun'), ('지루하다', 'Adjective'), ('말', 'Noun'), ('이', 'Josa'), ('많다', 'Adjective'), ('이', 'Noun'), ('정도', 'Noun'), ('면', 'Josa'), ('볼', 'Noun'), ('만하', 'Noun'), ('다', 'Josa'), ('적당하다', 'Adjective'), ('자다', 'Verb'), ('만들다', 'Verb'), ('영화', 'Noun')]","[[2, [('지루하다', 'Adjective')], -1.0], [5, [('많다', 'Adjective')], 2.0], [12, [('적당하다', 'Adjective')], 1.0]]",2.0
44,명량,잘 모르겠네요 그냥 그랬어요,1.0,naver,"[('자다', 'Verb'), ('모르다', 'Verb'), ('그냥', 'Noun'), ('그렇다', 'Adjective')]",[],0.0
45,명량,우리나라에는 세종대왕과 이순신 장군님이 있습니다,10.0,naver,"[('우리나라', 'Noun'), ('에는', 'Josa'), ('세종대왕', 'Noun'), ('과', 'Josa'), ('이순신', 'Noun'), ('장군', 'Noun'), ('님', 'Suffix'), ('이', 'Josa'), ('있다', 'Adjective')]",[],0.0
46,명량,영화가 소재를 떠나서 고증이나 연출 방법에 중점을 둔다면 영화를 보는 내 시간이 1점보다 더 아까움,1.0,naver,"[('영화', 'Noun'), ('가', 'Josa'), ('소재', 'Noun'), ('를', 'Josa'), ('떠나다', 'Verb'), ('고증', 'Noun'), ('이나', 'Josa'), ('연출', 'Noun'), ('방법', 'Noun'), ('에', 'Josa'), ('중점', 'Noun'), ('을', 'Josa'), ('두다', 'Verb'), ('영화', 'Noun'), ('를', 'Josa'), ('보다', 'Verb'), ('내', 'Noun'), ('시간', 'Noun'), ('이', 'Josa'), ('1', 'Number'), ('점', 'Noun'), ('보다', 'Josa'), ('더', 'Noun'), ('아깝다', 'Adjective'), ('움', 'Noun')]","[[23, [('아깝다', 'Adjective')], -1.0]]",-1.0
47,명량,다시 봐도 감동이 있는 명작,10.0,naver,"[('다시', 'Noun'), ('보다', 'Verb'), ('감동', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective'), ('명작', 'Noun')]","[[2, [('감동', 'Noun'), ('이', 'Josa')], 2.0]]",2.0
48,명량,재미있다 근데 목이 내가 다 아픔,10.0,naver,"[('재미있다', 'Adjective'), ('근데', 'Adverb'), ('목', 'Noun'), ('이', 'Josa'), ('내', 'Noun'), ('가', 'Josa'), ('다', 'Adverb'), ('아픔', 'Noun')]","[[0, [('재미있다', 'Adjective')], 2.0], [7, [('아픔', 'Noun')], -2.0]]",0.0
49,명량,너무 억지스러움 너무 눈물을 쥐어 짜려고 하네요,6.0,naver,"[('너무', 'Adverb'), ('억지스럽다', 'Adjective'), ('움', 'Noun'), ('너무', 'Adverb'), ('눈물', 'Noun'), ('을', 'Josa'), ('쥐다', 'Verb'), ('짜다', 'Verb'), ('하다', 'Verb')]","[[1, [('억지스럽다', 'Adjective')], -1.0], [4, [('눈물', 'Noun')], -1.0]]",-2.0
50,명량,그냥 개쩐다 이런 영화 좀 많이 만들어 주세요 왜이제서야 본 거냐고 나는 진짜 개쩐 다 너무 감동적이고 가슴 벅찬 영화 엿음,10.0,naver,"[('그냥', 'Noun'), ('개', 'Noun'), ('쩐다', 'Noun'), ('이렇다', 'Adjective'), ('영화', 'Noun'), ('좀', 'Noun'), ('많이', 'Adverb'), ('만들다', 'Verb'), ('줄다', 'Verb'), ('왜', 'Noun'), ('이제', 'Noun'), ('서다', 'Verb'), ('보다', 'Verb'), ('거', 'Noun'), ('냐', 'Josa'), ('고', 'Noun'), ('나', 'Noun'), ('는', 'Josa'), ('진짜', 'Noun'), ('개쩐', 'Noun'), ('다', 'Adverb'), ('너무', 'Adverb'), ('감동', 'Noun'), ('적', 'Suffix'), ('이고', 'Josa'), ('가슴', 'Noun'), ('벅차다', 'Adjective'), ('영화', 'Noun'), ('엿', 'Modifier'), ('음', 'Noun')]","[[22, [('감동', 'Noun')], 2.0], [26, [('벅차다', 'Adjective')], 0.0]]",2.0
51,명량,개봉 당시에 봤었는데 너무 별로였어서 평점 조절하러 옴,4.0,naver,"[('개봉', 'Noun'), ('당시', 'Noun'), ('에', 'Josa'), ('보다', 'Verb'), ('너무', 'Adverb'), ('별로', 'Noun'), ('이다', 'Verb'), ('평점', 'Noun'), ('조절', 'Noun'), ('하다', 'Verb'), ('옴', 'Noun')]",[],0.0
52,명량,국뽕이 천당까지 가서 신과 영접함,10.0,naver,"[('국뽕', 'Noun'), ('이', 'Josa'), ('천당', 'Noun'), ('까지', 'Josa'), ('가다', 'Verb'), ('신', 'Noun'), ('과', 'Josa'), ('영접', 'Noun'), ('함', 'Noun')]",[],0.0
53,명량,이순신 장군 영화라서 무조건 점수 높게 줄 수는 없잖나 이순신 장군 영화를 이따위로 만든 것에 화나야 한다 쓸데없이 비장하려고 애쓰는 뮤지컬 한국 영화의 고질적 문제인 사운드 정말 심각하다,4.0,naver,"[('이순신', 'Noun'), ('장군', 'Noun'), ('영화', 'Noun'), ('라서', 'Josa'), ('무조건', 'Noun'), ('점수', 'Noun'), ('높다', 'Adjective'), ('줄', 'Noun'), ('수', 'Noun'), ('는', 'Josa'), ('없다', 'Adjective'), ('이순신', 'Noun'), ('장군', 'Noun'), ('영화', 'Noun'), ('를', 'Josa'), ('이따위', 'Modifier'), ('로', 'Noun'), ('만들다', 'Verb'), ('것', 'Noun'), ('에', 'Josa'), ('화나다', 'Verb'), ('하다', 'Verb'), ('쓸데없이', 'Adverb'), ('비장하다', 'Adjective'), ('애쓰다', 'Verb'), ('뮤지컬', 'Noun'), ('한국', 'Noun'), ('영화', 'Noun'), ('의', 'Josa'), ('고질', 'Noun'), ('적', 'Suffix'), ('문제', 'Noun'), ('인', 'Josa'), ('사운드', 'Noun'), ('정말', 'Noun'), ('심각하다', 'Adjective')]","[[6, [('높다', 'Adjective')], 1.0], [10, [('없다', 'Adjective')], -1.0], [20, [('화나다', 'Verb')], -2.0], [22, [('쓸데없이', 'Adverb')], -2.0], [24, [('애쓰다', 'Verb')], -1.0]]",-5.0
54,명량,스릴러 영화인 줄 흑슬퍼,10.0,naver,"[('스릴러', 'Noun'), ('영화인', 'Noun'), ('줄', 'Noun'), ('흑', 'Adverb'), ('슬프다', 'Adjective')]","[[4, [('슬프다', 'Adjective')], -2.0]]",-2.0
55,명량,우리나라에서 가장 잘 만든 전쟁 영화,10.0,naver,"[('우리나라', 'Noun'), ('에서', 'Josa'), ('가장', 'Noun'), ('자다', 'Verb'), ('만들다', 'Verb'), ('전쟁', 'Noun'), ('영화', 'Noun')]",[],0.0
