,영화,리뷰,평점,site,okt_review,okt_details,okt_polarity
276,명량,완벽하다 진심 감동적이었다,10.0,naver,"[('완벽하다', 'Adjective'), ('진심', 'Noun'), ('감동', 'Noun'), ('적', 'Suffix'), ('이다', 'Verb')]","[[0, [('완벽하다', 'Adjective')], 2.0], [2, [('감동', 'Noun')], 2.0]]",4.0
277,명량,너무 재미있게 봤습니다,10.0,naver,"[('너무', 'Adverb'), ('재미있다', 'Adjective'), ('보다', 'Verb')]","[[1, [('재미있다', 'Adjective')], 2.0]]",2.0
278,명량,말이 필요한가요 최고입니다,10.0,naver,"[('말', 'Noun'), ('이', 'Josa'), ('필요하다', 'Adjective'), ('최고', 'Noun'), ('이다', 'Adjective')]","[[3, [('최고', 'Noun')], 2.0]]",2.0
279,명량,몇 번을 보아도 감동적입니 다 용기와 애국심을 불어 일으키는 대작입니다,10.0,naver,"[('몇', 'Noun'), ('번', 'Noun'), ('을', 'Josa'), ('보아', 'Noun'), ('도', 'Josa'), ('감동', 'Noun'), ('적', 'Suffix'), ('이다', 'Adjective'), ('다', 'Adverb'), ('용기', 'Noun'), ('와', 'Josa'), ('애국심', 'Noun'), ('을', 'Josa'), ('불어', 'Noun'), ('일으키다', 'Verb'), ('대작', 'Noun'), ('이다', 'Adjective')]","[[9, [('용기', 'Noun'), ('와', 'Josa')], 1.0], [5, [('감동', 'Noun')], 2.0]]",3.0
280,명량,옛 고전 느낌도 없고 애들 판타지 영화처럼 만들어 놨으니 배우들도 전혀 어울리지가 않다 ㅋㅋㅋㅋ이순신 장군님 대단한 거안다근데 영화는 영화 자체로만 보자,2.0,naver,"[('옛', 'Adverb'), ('고전', 'Noun'), ('느낌', 'Noun'), ('도', 'Josa'), ('없다', 'Adjective'), ('애', 'Noun'), ('들', 'Suffix'), ('판타지', 'Noun'), ('영화', 'Noun'), ('처럼', 'Josa'), ('만들다', 'Verb'), ('놨으', 'Noun'), ('니', 'Josa'), ('배우', 'Noun'), ('들', 'Suffix'), ('도', 'Josa'), ('전혀', 'Noun'), ('어울리다', 'Verb'), ('않다', 'Verb'), ('이순신', 'Noun'), ('장군', 'Noun'), ('님', 'Suffix'), ('대단하다', 'Adjective'), ('거', 'Noun'), ('안다', 'Verb'), ('근데', 'Adverb'), ('영화', 'Noun'), ('는', 'Josa'), ('영화', 'Noun'), ('자체', 'Noun'), ('로만', 'Noun'), ('보다', 'Verb')]","[[4, [('없다', 'Adjective')], -1.0], [17, [('어울리다', 'Verb')], 2.0], [22, [('대단하다', 'Adjective')], 2.0]]",3.0
281,명량,장점천만 관객,6.0,naver,"[('장점', 'Noun'), ('천만', 'Noun'), ('관객', 'Noun')]","[[0, [('장점', 'Noun')], 2.0]]",2.0
282,명량,저분들 없으셨으면 우리나라 이름이 조선이 아닌 일본이겠지 감사합니다 선 조분들,10.0,naver,"[('저', 'Noun'), ('분들', 'Suffix'), ('없다', 'Adjective'), ('우리나라', 'Noun'), ('이름', 'Noun'), ('이', 'Josa'), ('조선', 'Noun'), ('이', 'Josa'), ('아니다', 'Adjective'), ('일본', 'Noun'), ('이', 'Josa'), ('겠다', 'Verb'), ('감사하다', 'Verb'), ('선', 'Noun'), ('조분', 'Noun'), ('들', 'Suffix')]","[[2, [('없다', 'Adjective')], -1.0], [8, [('아니다', 'Adjective')], -2.0], [12, [('감사하다', 'Verb')], 2.0]]",-1.0
283,명량,내가 지금까지 본 영화 중 잔인했고 재미있었다 영화에서는 이순신이 죽지 안 해서 좋았다 액션이 아주 좋았다,10.0,naver,"[('내', 'Noun'), ('가', 'Josa'), ('지금', 'Noun'), ('까지', 'Josa'), ('보다', 'Verb'), ('영화', 'Noun'), ('중', 'Noun'), ('잔인하다', 'Adjective'), ('재미있다', 'Adjective'), ('영화', 'Noun'), ('에서는', 'Josa'), ('이순신', 'Noun'), ('이', 'Josa'), ('죽지', 'Noun'), ('안', 'Noun'), ('하다', 'Verb'), ('좋다', 'Adjective'), ('액션', 'Noun'), ('이', 'Josa'), ('아주', 'Noun'), ('좋다', 'Adjective')]","[[7, [('잔인하다', 'Adjective')], -2.0], [8, [('재미있다', 'Adjective')], 2.0], [16, [('좋다', 'Adjective')], 2.0], [20, [('좋다', 'Adjective')], 2.0]]",4.0
284,명량,불멸의 이순신은 이 영화에 비해 얼마나 대단한 작품인가,6.0,naver,"[('불멸', 'Noun'), ('의', 'Josa'), ('이순신', 'Noun'), ('은', 'Josa'), ('이', 'Noun'), ('영화', 'Noun'), ('에', 'Josa'), ('비다', 'Verb'), ('얼마나', 'Noun'), ('대단하다', 'Adjective'), ('작품', 'Noun'), ('인가', 'Josa')]","[[9, [('대단하다', 'Adjective')], 2.0]]",2.0
285,명량,1점 아래가 없어서 1점 줍니다,1.0,naver,"[('1', 'Number'), ('점', 'Noun'), ('아래', 'Noun'), ('가', 'Josa'), ('없다', 'Adjective'), ('1', 'Number'), ('점', 'Noun'), ('줍다', 'Verb')]","[[4, [('없다', 'Adjective')], -1.0]]",-1.0
286,명량,규모에 비례하여 계속 나오는 헛웃음과 답답함,6.0,naver,"[('규모', 'Noun'), ('에', 'Josa'), ('비례', 'Noun'), ('하다', 'Verb'), ('계속', 'Noun'), ('나오다', 'Verb'), ('헛웃음', 'Noun'), ('과', 'Josa'), ('답답하다', 'Adjective')]","[[8, [('답답하다', 'Adjective')], -1.0]]",-1.0
287,명량,스토리는 훌륭한 데 디테일이 떨어진다고 증도별로 고 처음엔 엄청 좋았는데 자꾸 보니 보이네ㅋㅋ,7.0,naver,"[('스토리', 'Noun'), ('는', 'Josa'), ('훌륭하다', 'Adjective'), ('데', 'Noun'), ('디테일', 'Noun'), ('이', 'Josa'), ('떨어지다', 'Verb'), ('증도', 'Noun'), ('별로', 'Noun'), ('고', 'Noun'), ('처음', 'Noun'), ('엔', 'Josa'), ('엄청', 'Adverb'), ('좋다', 'Adjective'), ('자꾸', 'Noun'), ('보다', 'Verb'), ('보이', 'Noun'), ('네', 'Josa')]","[[2, [('훌륭하다', 'Adjective')], 2.0], [6, [('떨어지다', 'Verb')], -1.0], [13, [('좋다', 'Adjective')], 2.0]]",3.0
288,명량,볼 것 같아요 연출이 굉장히 훌룡합니다,10.0,naver,"[('볼', 'Noun'), ('것', 'Noun'), ('같다', 'Adjective'), ('연출', 'Noun'), ('이', 'Josa'), ('굉장하다', 'Adjective'), ('훌륭하다', 'Adjective'), ('하다', 'Verb')]","[[5, [('굉장하다', 'Adjective')], 2.0], [6, [('훌륭하다', 'Adjective')], 2.0]]",4.0
289,명량,오글거리는 유치함도 돋보였다 배우 감독 작가 삼위일체의 한계랄까 한반도 최고의 사실로 한반도 최고의 영화를 만들 수는 없어도 병작은 아니어도 수작은 만들어야 하지 않았을까 싶다,6.0,naver,"[('오글거리다', 'Verb'), ('유치하다', 'Adjective'), ('돋보이다', 'Verb'), ('배우', 'Noun'), ('감독', 'Noun'), ('작가', 'Noun'), ('삼위일체', 'Noun'), ('의', 'Josa'), ('한계', 'Noun'), ('랄', 'Noun'), ('끄다', 'Verb'), ('한반도', 'Noun'), ('최고', 'Noun'), ('의', 'Josa'), ('사실', 'Noun'), ('로', 'Josa'), ('한반도', 'Noun'), ('최고', 'Noun'), ('의', 'Josa'), ('영화', 'Noun'), ('를', 'Josa'), ('만들다', 'Verb'), ('수', 'Noun'), ('는', 'Josa'), ('없다', 'Adjective'), ('병작', 'Noun'), ('은', 'Josa'), ('아니다', 'Adjective'), ('수작', 'Noun'), ('은', 'Josa'), ('만들다', 'Verb'), ('하다', 'Verb'), ('않다', 'Verb'), ('싶다', 'Verb')]","[[12, [('최고', 'Noun'), ('의', 'Josa')], 2.0], [17, [('최고', 'Noun'), ('의', 'Josa')], 2.0], [1, [('유치하다', 'Adjective')], -1.0], [2, [('돋보이다', 'Verb')], 1.0], [8, [('한계', 'Noun')], -1.0], [24, [('없다', 'Adjective')], -1.0], [27, [('아니다', 'Adjective')], -2.0]]",0.0
290,명량,이순신 당신이 있었기에 지금 우리나라가 있다는 겁니다 정말 감사합니다,9.0,naver,"[('이순신', 'Noun'), ('당신', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective'), ('지금', 'Noun'), ('우리나라', 'Noun'), ('가', 'Josa'), ('있다', 'Adjective'), ('겁니다', 'Verb'), ('정말', 'Noun'), ('감사하다', 'Verb')]","[[10, [('감사하다', 'Verb')], 2.0]]",2.0
291,명량,당연히 10점입니다,10.0,naver,"[('당연하다', 'Adjective'), ('10', 'Number'), ('점', 'Noun'), ('이다', 'Adjective')]",[],0.0
292,명량,우리나라에 역사를 담은 최고의 영화,10.0,naver,"[('우리나라', 'Noun'), ('에', 'Josa'), ('역사', 'Noun'), ('를', 'Josa'), ('담다', 'Verb'), ('최고', 'Noun'), ('의', 'Josa'), ('영화', 'Noun')]","[[5, [('최고', 'Noun'), ('의', 'Josa')], 2.0]]",2.0
293,명량,인생영화임이순신 장군님 만세,10.0,naver,"[('인생영화', 'Noun'), ('임', 'Noun'), ('이순신', 'Noun'), ('장군', 'Noun'), ('님', 'Suffix'), ('만세', 'Noun')]",[],0.0
294,명량,말도 말할 거 없이 감동이고 멋있다 이순신 장군님 제가 제일 존경 드리는 아주 멋있고 용맹하고 착하신 똑똑한 장구림 분들 중 한 분이신데 우리나라 천만 영화 1위가 명량이라는 멋진 영화인 게 자랑스럽다,10.0,naver,"[('말', 'Noun'), ('도', 'Josa'), ('말', 'Noun'), ('하다', 'Verb'), ('거', 'Noun'), ('없이', 'Adverb'), ('감동', 'Noun'), ('이고', 'Josa'), ('멋있다', 'Adjective'), ('이순신', 'Noun'), ('장군', 'Noun'), ('님', 'Suffix'), ('제', 'Noun'), ('가', 'Josa'), ('제일', 'Noun'), ('존경', 'Noun'), ('드리다', 'Verb'), ('아주', 'Noun'), ('멋있다', 'Adjective'), ('용맹하다', 'Adjective'), ('착하다', 'Adjective'), ('똑똑하다', 'Adjective'), ('장', 'Noun'), ('구림', 'Noun'), ('분들', 'Suffix'), ('중', 'Noun'), ('하다', 'Verb'), ('분', 'Noun'), ('이신', 'Josa'), ('데', 'Noun'), ('우리나라', 'Noun'), ('천만', 'Noun'), ('영화', 'Noun'), ('1', 'Number'), ('위', 'Noun'), ('가', 'Josa'), ('명량', 'Noun'), ('이라는', 'Josa'), ('멋지다', 'Adjective'), ('영화인', 'Noun'), ('게', 'Noun'), ('자랑스럽다', 'Adjective')]","[[6, [('감동', 'Noun')], 2.0], [8, [('멋있다', 'Adjective')], 2.0], [15, [('존경', 'Noun')], 1.0], [18, [('멋있다', 'Adjective')], 2.0], [20, [('착하다', 'Adjective')], 2.0], [21, [('똑똑하다', 'Adjective')], 2.0], [38, [('멋지다', 'Adjective')], 2.0], [41, [('자랑스럽다', 'Adjective')], 2.0]]",15.0
295,명량,이순신 장군에 인간 비가 잘 드러난 작품이 고스토리가 좋았어요,10.0,naver,"[('이순신', 'Noun'), ('장군', 'Noun'), ('에', 'Josa'), ('인간', 'Noun'), ('비', 'Noun'), ('가', 'Josa'), ('자다', 'Verb'), ('드러나다', 'Verb'), ('작품', 'Noun'), ('이', 'Josa'), ('고', 'Modifier'), ('스토리', 'Noun'), ('가', 'Josa'), ('좋다', 'Adjective')]","[[13, [('좋다', 'Adjective')], 2.0]]",2.0
296,명량,연기 스토리감동별점 5도 부족합니다 역사는 흐른다,10.0,naver,"[('연기', 'Noun'), ('스토리', 'Noun'), ('감동', 'Noun'), ('별', 'Modifier'), ('점', 'Noun'), ('5', 'Number'), ('도', 'Noun'), ('부족하다', 'Adjective'), ('역사', 'Noun'), ('는', 'Josa'), ('흐르다', 'Verb')]","[[2, [('감동', 'Noun')], 2.0], [7, [('부족하다', 'Adjective')], -1.0]]",1.0
297,명량,누나 놀래돌응 던지지 낟동강,1.0,naver,"[('누나', 'Noun'), ('놀래다', 'Adjective'), ('돌응', 'Noun'), ('던지다', 'Verb'), ('낟', 'Noun'), ('동강', 'Noun')]",[],0.0
298,명량,대체 뭘 말하려는지 모르겠는 영화 1700만명이 봤다는 게 믿기지 않는 영화 1점도 아깝다,1.0,naver,"[('대체', 'Noun'), ('뭘', 'Noun'), ('말', 'Noun'), ('하다', 'Verb'), ('모르다', 'Verb'), ('영화', 'Noun'), ('1700만', 'Number'), ('명이', 'Foreign'), ('보다', 'Verb'), ('게', 'Noun'), ('믿다', 'Verb'), ('않다', 'Verb'), ('영화', 'Noun'), ('1', 'Number'), ('점도', 'Noun'), ('아깝다', 'Adjective')]","[[10, [('믿다', 'Verb')], 1.0], [15, [('아깝다', 'Adjective')], -1.0]]",0.0
299,명량,국뽕이 차오른다 빨리 한국사 공부하고 싶어,8.0,naver,"[('국뽕', 'Noun'), ('이', 'Josa'), ('차오르다', 'Verb'), ('빨리', 'Adverb'), ('한국사', 'Noun'), ('공부', 'Noun'), ('하고', 'Josa'), ('싶다', 'Verb')]",[],0.0
300,명량,굿ㅎ굿ㅎ 굿ㅎ 굿ㅎ 굿ㅎ,10.0,naver,"[('굿굿', 'Noun'), ('굿', 'Noun'), ('굿', 'Noun'), ('굿', 'Noun')]",[],0.0
301,명량,전투씬은 진짜 너무 잘 찍은 듯 근데 전투 중에 이정현 나오는 장면은 너무 쓸데없이 길어서 몰입도가 떨어졌어요 이순신에 대해 시리즈로 영화 개봉했으면 좋겠네 요 외국 히어로물처럼,10.0,naver,"[('전투씬', 'Noun'), ('은', 'Josa'), ('진짜', 'Noun'), ('너무', 'Adverb'), ('자다', 'Verb'), ('찍다', 'Verb'), ('듯', 'Noun'), ('근데', 'Adverb'), ('전투', 'Noun'), ('중', 'Noun'), ('에', 'Josa'), ('이정현', 'Noun'), ('나오다', 'Verb'), ('장면', 'Noun'), ('은', 'Josa'), ('너무', 'Adverb'), ('쓸데없이', 'Adverb'), ('기다', 'Verb'), ('몰입도', 'Noun'), ('가', 'Josa'), ('떨어지다', 'Verb'), ('이순신', 'Noun'), ('에', 'Josa'), ('대해', 'Noun'), ('시리즈', 'Noun'), ('로', 'Josa'), ('영화', 'Noun'), ('개봉', 'Noun'), ('하다', 'Verb'), ('좋다', 'Adjective'), ('요', 'Noun'), ('외국', 'Noun'), ('히어로', 'Noun'), ('물', 'Noun'), ('처럼', 'Josa')]","[[16, [('쓸데없이', 'Adverb')], -2.0], [20, [('떨어지다', 'Verb')], -1.0], [29, [('좋다', 'Adjective')], 2.0]]",-1.0
302,명량,캐스팅의 실패 그냥 진짜 일본인을 쓰지 한국인 발음으로 일본어 하는 거 듣기 싫어 혼났네,6.0,naver,"[('캐스팅', 'Noun'), ('의', 'Josa'), ('실패', 'Noun'), ('그냥', 'Noun'), ('진짜', 'Noun'), ('일본인', 'Noun'), ('을', 'Josa'), ('쓰다', 'Verb'), ('한국인', 'Noun'), ('발음', 'Noun'), ('으로', 'Josa'), ('일본어', 'Noun'), ('하다', 'Verb'), ('거', 'Noun'), ('듣기', 'Noun'), ('싫다', 'Adjective'), ('혼나다', 'Verb')]","[[15, [('싫다', 'Adjective')], -2.0]]",-2.0
303,명량,영화가 한국 역대 박스오피스 1위라는 것이 어이가 없네요,2.0,naver,"[('영화', 'Noun'), ('가', 'Josa'), ('한국', 'Noun'), ('역대', 'Noun'), ('박스오피스', 'Noun'), ('1', 'Number'), ('위', 'Noun'), ('라는', 'Josa'), ('것', 'Noun'), ('이', 'Josa'), ('어이', 'Noun'), ('가', 'Josa'), ('없다', 'Adjective')]","[[12, [('없다', 'Adjective')], -1.0]]",-1.0
304,명량,1명작이다 2명작이다 3명작이다,10.0,naver,"[('1', 'Number'), ('명작', 'Noun'), ('이다', 'Josa'), ('2', 'Number'), ('명작', 'Noun'), ('이다', 'Josa'), ('3', 'Number'), ('명작', 'Noun'), ('이다', 'Josa')]",[],0.0
305,명량,영화지만 영화는 없었다 정말 재밌다,10.0,naver,"[('영화', 'Noun'), ('지만', 'Josa'), ('영화', 'Noun'), ('는', 'Josa'), ('없다', 'Adjective'), ('정말', 'Noun'), ('재밌다', 'Adjective')]","[[4, [('없다', 'Adjective')], -1.0]]",-1.0
306,명량,좋아요 안 누른 새키들은 쪽바리잔당들이냐,10.0,naver,"[('좋다', 'Adjective'), ('안', 'Noun'), ('누르다', 'Verb'), ('새', 'Modifier'), ('키', 'Noun'), ('들', 'Suffix'), ('은', 'Josa'), ('쪽바리', 'Noun'), ('잔당', 'Noun'), ('들', 'Suffix'), ('이냐', 'Josa')]","[[0, [('좋다', 'Adjective')], 2.0]]",2.0
307,명량,영화 두 번 봤습니다 말할 것도 없이 가슴이 웅장했습니다,10.0,naver,"[('영화', 'Noun'), ('두', 'Noun'), ('번', 'Noun'), ('보다', 'Verb'), ('말', 'Noun'), ('하다', 'Verb'), ('것', 'Noun'), ('도', 'Josa'), ('없이', 'Adverb'), ('가슴', 'Noun'), ('이', 'Josa'), ('웅장', 'Noun'), ('하다', 'Verb')]",[],0.0
308,명량,영화 명량보다는 대하 사극 불멸의 이순신보는 것을 추천한다,2.0,naver,"[('영화', 'Noun'), ('명량', 'Noun'), ('보다는', 'Josa'), ('대하', 'Noun'), ('사극', 'Noun'), ('불멸', 'Noun'), ('의', 'Josa'), ('이순신', 'Noun'), ('보다', 'Verb'), ('것', 'Noun'), ('을', 'Josa'), ('추천', 'Noun'), ('하다', 'Verb')]","[[11, [('추천', 'Noun'), ('하다', 'Verb')], 1.0]]",0.0
309,명량,모든 게 명장면입니다 정말로,10.0,naver,"[('모든', 'Noun'), ('게', 'Noun'), ('명장', 'Noun'), ('면', 'Josa'), ('이다', 'Adjective'), ('정말로', 'Adverb')]",[],0.0
310,명량,역사적 사실은 대단 하나 영화적 재미는 그렇다,1.0,naver,"[('역사', 'Noun'), ('적', 'Suffix'), ('사실', 'Noun'), ('은', 'Josa'), ('대다', 'Verb'), ('하나', 'Noun'), ('영화', 'Noun'), ('적', 'Suffix'), ('재미', 'Noun'), ('는', 'Josa'), ('그렇다', 'Adjective')]","[[8, [('재미', 'Noun')], 2.0]]",2.0
311,명량,전투씬에만 치중한 영화 많이 아쉽다,1.0,naver,"[('전투씬', 'Noun'), ('에만', 'Josa'), ('치중', 'Noun'), ('한', 'Josa'), ('영화', 'Noun'), ('많이', 'Adverb'), ('아쉽다', 'Adjective')]","[[6, [('아쉽다', 'Adjective')], -1.0]]",-1.0
312,명량,한국영화의 최대 미스터리이게 1700만,1.0,naver,"[('한국영화', 'Noun'), ('의', 'Josa'), ('최대', 'Noun'), ('미스터리', 'Noun'), ('이', 'Suffix'), ('게', 'Josa'), ('1700만', 'Number')]",[],0.0
313,명량,최고의 대규모 전쟁 씬이 있는 해상전쟁 영화,10.0,naver,"[('최고', 'Noun'), ('의', 'Josa'), ('대규모', 'Noun'), ('전쟁', 'Noun'), ('씬', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective'), ('해상전쟁', 'Noun'), ('영화', 'Noun')]","[[0, [('최고', 'Noun'), ('의', 'Josa')], 2.0]]",2.0
314,명량,국뽕벌레들 다운죠센 징들의 역대 영화 관객 순위 1위,1.0,naver,"[('국뽕', 'Noun'), ('벌레', 'Noun'), ('들', 'Suffix'), ('다운', 'Noun'), ('죠', 'Josa'), ('세다', 'Verb'), ('징', 'Noun'), ('들', 'Suffix'), ('의', 'Josa'), ('역대', 'Noun'), ('영화', 'Noun'), ('관객', 'Noun'), ('순위', 'Noun'), ('1', 'Number'), ('위', 'Noun')]",[],0.0
315,명량,영상과 연출력은 대단하다,8.0,naver,"[('영상', 'Noun'), ('과', 'Josa'), ('연출', 'Noun'), ('력', 'Suffix'), ('은', 'Josa'), ('대단하다', 'Adjective')]","[[5, [('대단하다', 'Adjective')], 2.0]]",2.0
316,명량,남자라면 눈물이,10.0,naver,"[('남자라면', 'Noun'), ('눈물', 'Noun'), ('이', 'Josa')]","[[1, [('눈물', 'Noun'), ('이', 'Josa')], -1.0]]",-1.0
317,명량,정말 번을 봐도 감동이 사라지지 않는 인생 연화,10.0,naver,"[('정말', 'Noun'), ('번', 'Noun'), ('을', 'Josa'), ('보다', 'Verb'), ('감동', 'Noun'), ('이', 'Josa'), ('사라지다', 'Verb'), ('않다', 'Verb'), ('인생', 'Noun'), ('연화', 'Noun')]","[[4, [('감동', 'Noun'), ('이', 'Josa')], 2.0]]",2.0
318,명량,국뽕과 반일 감정 덕에 성공한 평이한 영화 볼거리는 화려하다,6.0,naver,"[('국뽕', 'Noun'), ('과', 'Josa'), ('반일', 'Noun'), ('감정', 'Noun'), ('덕', 'Noun'), ('에', 'Josa'), ('성공하다', 'Adjective'), ('평이하다', 'Adjective'), ('영화', 'Noun'), ('볼거리', 'Noun'), ('는', 'Josa'), ('화려하다', 'Adjective')]","[[4, [('덕', 'Noun')], 2.0], [6, [('성공하다', 'Adjective')], 2.0], [11, [('화려하다', 'Adjective')], 1.0]]",5.0
319,명량,이건 안 베꼈네 하긴 표절할 수가 없지 똑바로 살자,8.0,naver,"[('이', 'Determiner'), ('것', 'Noun'), ('은', 'Josa'), ('안', 'Noun'), ('베', 'Noun'), ('끼다', 'Verb'), ('하다', 'Verb'), ('표절', 'Noun'), ('하다', 'Verb'), ('수가', 'Noun'), ('없다', 'Adjective'), ('똑바로', 'Noun'), ('살다', 'Verb')]","[[10, [('없다', 'Adjective')], -1.0]]",-1.0
320,명량,이 영화는 도대체 감독판 언제나오냐,10.0,naver,"[('이', 'Noun'), ('영화', 'Noun'), ('는', 'Josa'), ('도대체', 'Noun'), ('감독판', 'Noun'), ('언제', 'Noun'), ('나오다', 'Verb')]",[],0.0
321,명량,영화관에서 3번 보고 이후에도 여러 번 봤지만 이제서야 평점을 남기게 되네요 정말 너무 재밌고 연기력도 엄청나게 좋았습니다 이순신 장군은 정말 신이라고 생각되네요,10.0,naver,"[('영화관', 'Noun'), ('에서', 'Josa'), ('3', 'Number'), ('번', 'Noun'), ('보고', 'Noun'), ('이후', 'Noun'), ('에도', 'Josa'), ('여러', 'Noun'), ('번', 'Noun'), ('보다', 'Verb'), ('이제', 'Noun'), ('서다', 'Verb'), ('평점', 'Noun'), ('을', 'Josa'), ('남다', 'Verb'), ('되다', 'Verb'), ('정말', 'Noun'), ('너무', 'Adverb'), ('재밌다', 'Adjective'), ('연기력', 'Noun'), ('도', 'Josa'), ('엄청나다', 'Adjective'), ('좋다', 'Adjective'), ('이순신', 'Noun'), ('장군', 'Noun'), ('은', 'Josa'), ('정말', 'Noun'), ('신', 'Noun'), ('이라고', 'Josa'), ('생각', 'Noun'), ('되다', 'Verb')]","[[22, [('좋다', 'Adjective')], 2.0]]",2.0
322,명량,한번은 볼 만하다 하지만 솔직히는 1997년에 나온 타이타닉보다 못함ㅋ,7.0,naver,"[('한번', 'Noun'), ('은', 'Josa'), ('볼', 'Noun'), ('만하', 'Noun'), ('다', 'Josa'), ('하지만', 'Conjunction'), ('솔직하다', 'Adjective'), ('1997년', 'Number'), ('에', 'Foreign'), ('나오다', 'Verb'), ('타이타닉', 'Noun'), ('보다', 'Josa'), ('못', 'VerbPrefix'), ('하다', 'Verb')]","[[12, [('못', 'VerbPrefix'), ('하다', 'Verb')], -2.0], [6, [('솔직하다', 'Adjective')], 2.0]]",2.0
323,명량,집중하고 보기 맨날 실패하다가 오늘래 여재대로 봤 눈데 눙물,10.0,naver,"[('집중', 'Noun'), ('하고', 'Josa'), ('보기', 'Noun'), ('맨날', 'Adverb'), ('실패하다', 'Adjective'), ('오늘', 'Noun'), ('래', 'Josa'), ('여', 'Modifier'), ('재', 'Noun'), ('대로', 'Josa'), ('보다', 'Verb'), ('누', 'Noun'), ('인데', 'Josa'), ('눈물', 'Noun')]","[[13, [('눈물', 'Noun')], -1.0]]",-1.0
324,명량,이건 한국인이면 봐야 된다,10.0,naver,"[('이', 'Determiner'), ('것', 'Noun'), ('은', 'Josa'), ('한국인', 'Noun'), ('이면', 'Noun'), ('보다', 'Verb'), ('되다', 'Verb')]",[],0.0
325,명량,평점 1점짜리 들어디 가서 영화 운운마라쪽 팔리게,9.0,naver,"[('평점', 'Noun'), ('1', 'Number'), ('점', 'Noun'), ('짜다', 'Verb'), ('들다', 'Verb'), ('가다', 'Verb'), ('영화', 'Noun'), ('울다', 'Verb'), ('쪽', 'Noun'), ('팔리다', 'Verb')]","[[7, [('울다', 'Verb')], -2.0]]",-2.0
326,명량,연출력 부족 연기력 오버드 라마보다 못한 영화,1.0,naver,"[('연출', 'Noun'), ('력', 'Suffix'), ('부족', 'Noun'), ('연기력', 'Noun'), ('오', 'Modifier'), ('버드', 'Noun'), ('라마', 'Noun'), ('보다', 'Josa'), ('못', 'Noun'), ('한', 'Josa'), ('영화', 'Noun')]","[[8, [('못', 'Noun'), ('한', 'Josa')], -1.0], [2, [('부족', 'Noun')], -1.0]]",-1.0
327,명량,진짜 이 거 재미없다고 한 ㅅㄲ들은 뭐하는 ㅅㄲ들일까 영화보는 눈도 없으면서 별점 1점 달고 수준 떨어진다,10.0,naver,"[('진짜', 'Noun'), ('이', 'Noun'), ('거', 'Noun'), ('재미없다', 'Adjective'), ('하다', 'Verb'), ('들다', 'Verb'), ('뭐', 'Noun'), ('하다', 'Verb'), ('들이다', 'Verb'), ('영', 'Modifier'), ('화보', 'Noun'), ('는', 'Josa'), ('눈', 'Noun'), ('도', 'Josa'), ('없다', 'Adjective'), ('별', 'Modifier'), ('점', 'Noun'), ('1', 'Number'), ('점', 'Noun'), ('달', 'Noun'), ('고', 'Josa'), ('수준', 'Noun'), ('떨어지다', 'Verb')]","[[3, [('재미없다', 'Adjective')], -1.0], [14, [('없다', 'Adjective')], -1.0], [22, [('떨어지다', 'Verb')], -1.0]]",-3.0
328,명량,가슴이 웅장해진다 최고의 영화,10.0,naver,"[('가슴', 'Noun'), ('이', 'Josa'), ('웅장', 'Noun'), ('하다', 'Verb'), ('최고', 'Noun'), ('의', 'Josa'), ('영화', 'Noun')]","[[4, [('최고', 'Noun'), ('의', 'Josa')], 2.0]]",2.0
329,명량,역사를 잊은 자에겐 미래가 없다 피죽만 먹고 싸운 조선인들 너무 불쌍하다 툭하면 쳐들어오는 오랑캐왜 놈들 다 망해야 한다친일파도,10.0,naver,"[('역사', 'Noun'), ('를', 'Josa'), ('잊다', 'Verb'), ('자', 'Noun'), ('에겐', 'Josa'), ('미래', 'Noun'), ('가', 'Josa'), ('없다', 'Adjective'), ('피죽', 'Noun'), ('만', 'Josa'), ('먹다', 'Verb'), ('싸우다', 'Verb'), ('조선', 'Noun'), ('인들', 'Josa'), ('너무', 'Adverb'), ('불쌍하다', 'Adjective'), ('툭하면', 'Noun'), ('치다', 'Verb'), ('들어오다', 'Verb'), ('오랑캐', 'Noun'), ('왜', 'Noun'), ('놈', 'Noun'), ('들', 'Suffix'), ('다', 'Adverb'), ('망하다', 'Adjective'), ('하다', 'Verb'), ('친일파', 'Noun'), ('도', 'Josa')]","[[7, [('없다', 'Adjective')], -1.0], [11, [('싸우다', 'Verb')], -2.0], [15, [('불쌍하다', 'Adjective')], -2.0], [24, [('망하다', 'Adjective')], -2.0]]",-7.0
330,명량,진정한 전쟁의 신성웅이순신,10.0,naver,"[('진정하다', 'Adjective'), ('전쟁', 'Noun'), ('의', 'Josa'), ('신', 'Modifier'), ('성웅', 'Noun'), ('이순신', 'Noun')]","[[0, [('진정하다', 'Adjective')], 1.0]]",1.0
