word,pos,description
신났네,Adjective,형용사
아니냐고요,Adjective,형용사
빠르고,Adjective,형용사
그러셨습니다,Adjective,형용사
길었다,Adjective,형용사
평안하게,Adjective,형용사
적나라하게,Adjective,형용사
행복해야지,Adjective,형용사
좋겠단,Adjective,형용사
괴로워가,Adjective,형용사
분하게,Adjective,형용사
통쾌함,Adjective,형용사
설레네요,Adjective,형용사
특별함은,Adjective,형용사
풍족했던,Adjective,형용사
순진하거나,Adjective,형용사
괜찮던,Adjective,형용사
만족스러웠지만,Adjective,형용사
지루하네,Adjective,형용사
험난한,Adjective,형용사
넓게,Adjective,형용사
멋졌고,Adjective,형용사
안전하고,Adjective,형용사
재미있으나,Adjective,형용사
힘들죠,Adjective,형용사
없어요,Adjective,형용사
있었고,Adjective,형용사
가벼우면서도,Adjective,형용사
저랬어,Adjective,형용사
부러워하지,Adjective,형용사
따가운,Adjective,형용사
입니다나이요,Adjective,형용사
어수선함과,Adjective,형용사
만연한,Adjective,형용사
막막하고,Adjective,형용사
그러냐,Adjective,형용사
사느라,Adjective,형용사
발랄하다,Adjective,형용사
힘들었거든,Adjective,형용사
깔끔했음,Adjective,형용사
황당했지만,Adjective,형용사
조잡할,Adjective,형용사
끝없는,Adjective,형용사
성하다,Adjective,형용사
추악하기,Adjective,형용사
광대함을,Adjective,형용사
치밀함이,Adjective,형용사
억울하게,Adjective,형용사
어수선합니다,Adjective,형용사
순해진,Adjective,형용사
곱다,Adjective,형용사
어떤지를,Adjective,형용사
진부해서,Adjective,형용사
위험합니다,Adjective,형용사
재밌게는,Adjective,형용사
불행히도,Adjective,형용사
위대하지도,Adjective,형용사
유쾌해,Adjective,형용사
드러져,Adjective,형용사
뜨거웠고,Adjective,형용사
기발했고,Adjective,형용사
기대했던,Adjective,형용사
순수한,Adjective,형용사
흥겹다가,Adjective,형용사
한심함이,Adjective,형용사
좋아하지만,Adjective,형용사
치밀하거나,Adjective,형용사
어수선하면,Adjective,형용사
가난함의,Adjective,형용사
단단해지고,Adjective,형용사
상실한다는,Adjective,형용사
가볍기,Adjective,형용사
재밌냐난,Adjective,형용사
강대한,Adjective,형용사
무식하긴,Adjective,형용사
좋겠당,Adjective,형용사
웬만해,Adjective,형용사
죄송하다는,Adjective,형용사
유치했으나,Adjective,형용사
영리해진,Adjective,형용사
눈부시다,Adjective,형용사
가혹한,Adjective,형용사
부족했어요,Adjective,형용사
강해지네요,Adjective,형용사
있었을까,Adjective,형용사
세련되게도,Adjective,형용사
맛없는지,Adjective,형용사
미안해하던,Adjective,형용사
스러워졌는가,Adjective,형용사
만만한데,Adjective,형용사
찬란한,Adjective,형용사
나쁘다는,Adjective,형용사
화려함은,Adjective,형용사
악셀을,Adjective,형용사
신난,Adjective,형용사
똑같음,Adjective,형용사
적응하고,Adjective,형용사
드라마틱하던가,Adjective,형용사
신선하게,Adjective,형용사
노련해질,Adjective,형용사
있었다던,Adjective,형용사
자연스럽지는,Adjective,형용사
간략하고,Adjective,형용사
얕음,Adjective,형용사
찡하면서도,Adjective,형용사
짙어서,Adjective,형용사
있노,Adjective,형용사
난해함,Adjective,형용사
좋았다니까,Adjective,형용사
가능하단,Adjective,형용사
원했으면,Adjective,형용사
섹시하게,Adjective,형용사
힘들어도,Adjective,형용사
미지니까지,Adjective,형용사
촌스러웠음,Adjective,형용사
있단,Adjective,형용사
어림없다고,Adjective,형용사
짜릿하게,Adjective,형용사
조마조마하면,Adjective,형용사
그리워져서,Adjective,형용사
지루한데라는,Adjective,형용사
없네란,Adjective,형용사
고소해야,Adjective,형용사
아니었는지,Adjective,형용사
아파하는,Adjective,형용사
섹시함에,Adjective,형용사
즐거웠다,Adjective,형용사
이랬으면,Adjective,형용사
뜨거워질,Adjective,형용사
미며,Adjective,형용사
스럽네요,Adjective,형용사
슬프지는,Adjective,형용사
재밌나나랑,Adjective,형용사
건조하지만,Adjective,형용사
불행했을까,Adjective,형용사
미치셨음,Adjective,형용사
팍팍한,Adjective,형용사
대단하구나,Adjective,형용사
아쉽다난,Adjective,형용사
완벽하다,Adjective,형용사
난잡해진다,Adjective,형용사
재밌나요,Adjective,형용사
슬펐죠,Adjective,형용사
붉히며,Adjective,형용사
완벽함,Adjective,형용사
인해서,Adjective,형용사
빈약할수록,Adjective,형용사
영리하지,Adjective,형용사
작디,Adjective,형용사
망했당,Adjective,형용사
우스꽝스러운,Adjective,형용사
앙해요,Adjective,형용사
힘들더군요,Adjective,형용사
작하,Adjective,형용사
아깝더군,Adjective,형용사
빨감기로,Adjective,형용사
아니었음,Adjective,형용사
미치지만,Adjective,형용사
쏠쏠했다,Adjective,형용사
뻔해지고,Adjective,형용사
화려해지는,Adjective,형용사
경건했는데,Adjective,형용사
성공했으니,Adjective,형용사
좋게만,Adjective,형용사
아니라,Adjective,형용사
넘쳤는데,Adjective,형용사
멋있도,Adjective,형용사
저렴해졌다,Adjective,형용사
우수해야,Adjective,형용사
친한,Adjective,형용사
다라면서,Adjective,형용사
많으리라,Adjective,형용사
부실하네,Adjective,형용사
명백한,Adjective,형용사
아니군요,Adjective,형용사
발랄하면서도,Adjective,형용사
우월한,Adjective,형용사
분노하게,Adjective,형용사
비참함,Adjective,형용사
심오하네요,Adjective,형용사
힘겹게,Adjective,형용사
시퍼런,Adjective,형용사
뿌듯하다,Adjective,형용사
신성한,Adjective,형용사
어색함이,Adjective,형용사
흡사한,Adjective,형용사
무거워진,Adjective,형용사
그랬었나,Adjective,형용사
그랬지,Adjective,형용사
공허함이,Adjective,형용사
손쉬운,Adjective,형용사
같아에,Adjective,형용사
불쌍한,Adjective,형용사
재밌지,Adjective,형용사
자연스러우면서도,Adjective,형용사
특수한,Adjective,형용사
재밌었네,Adjective,형용사
위대하게를,Adjective,형용사
슬퍼하지,Adjective,형용사
벅찼다,Adjective,형용사
아니예요,Adjective,형용사
예쁘잖아,Adjective,형용사
없게만,Adjective,형용사
비슷해요,Adjective,형용사
힘없고,Adjective,형용사
아니였나,Adjective,형용사
속상했음,Adjective,형용사
다감히,Adjective,형용사
없는가,Adjective,형용사
재미있었요,Adjective,형용사
저급하단,Adjective,형용사
그러고도,Adjective,형용사
진부하게,Adjective,형용사
있고도,Adjective,형용사
자랑스럽다이토록,Adjective,형용사
역겨워서,Adjective,형용사
가볍지만,Adjective,형용사
심심한데,Adjective,형용사
아찔함과,Adjective,형용사
시원시원함이,Adjective,형용사
절묘함,Adjective,형용사
스러워야,Adjective,형용사
가볍고도,Adjective,형용사
헷갈리지는,Adjective,형용사
슬기로,Adjective,형용사
끈질긴,Adjective,형용사
오래되서,Adjective,형용사
사랑스러워,Adjective,형용사
더하는군요,Adjective,형용사
저려서,Adjective,형용사
잔인해지면,Adjective,형용사
발랄함이,Adjective,형용사
여렸을,Adjective,형용사
기뻤습니다,Adjective,형용사
가능하다는,Adjective,형용사
대단함과,Adjective,형용사
같지요,Adjective,형용사
불편하였습니다,Adjective,형용사
음울하게,Adjective,형용사
특별하다는,Adjective,형용사
무시무시함,Adjective,형용사
못지않다,Adjective,형용사
둔감해지는,Adjective,형용사
구태의연한,Adjective,형용사
강렬하다,Adjective,형용사
없었네,Adjective,형용사
촌스럽지만,Adjective,형용사
재밌었던,Adjective,형용사
없으시겠,Adjective,형용사
당하기는,Adjective,형용사
민망함이,Adjective,형용사
기발함주,Adjective,형용사
죄송스러운,Adjective,형용사
어색하지도,Adjective,형용사
성실함과,Adjective,형용사
진부하다,Adjective,형용사
안쓰러웠어요,Adjective,형용사
설렘은,Adjective,형용사
균등하게,Adjective,형용사
시원하다,Adjective,형용사
드럽다,Adjective,형용사
새롭네,Adjective,형용사
만지작거리면서,Adjective,형용사
그득한,Adjective,형용사
충실함과,Adjective,형용사
중요한지,Adjective,형용사
있지나,Adjective,형용사
아니였는데,Adjective,형용사
짧게만,Adjective,형용사
복잡하면서도,Adjective,형용사
의심스러운,Adjective,형용사
재밌었을까,Adjective,형용사
찡해오네,Adjective,형용사
화해도,Adjective,형용사
미쳤었구나,Adjective,형용사
밋밋함이,Adjective,형용사
남달라,Adjective,형용사
아슬아슬함,Adjective,형용사
기대하든,Adjective,형용사
많으나,Adjective,형용사
산만할,Adjective,형용사
숨막힘,Adjective,형용사
중요해,Adjective,형용사
따뜻해,Adjective,형용사
멸망하고,Adjective,형용사
아니었는,Adjective,형용사
무린다,Adjective,형용사
재밌지가,Adjective,형용사
힘들여,Adjective,형용사
냉정해질,Adjective,형용사
완전한,Adjective,형용사
건강하,Adjective,형용사
흥분하며,Adjective,형용사
기막힌,Adjective,형용사
비슷해,Adjective,형용사
훌륭하면,Adjective,형용사
부실하지,Adjective,형용사
없었아,Adjective,형용사
애매하게,Adjective,형용사
잔인하기까지,Adjective,형용사
벅차오르며,Adjective,형용사
망하냐를,Adjective,형용사
무정한,Adjective,형용사
사납다,Adjective,형용사
멋있더,Adjective,형용사
비슷해져,Adjective,형용사
비상하다,Adjective,형용사
잔인했지만,Adjective,형용사
오밀조밀했으나,Adjective,형용사
노래랍시고,Adjective,형용사
자세하게,Adjective,형용사
두렵네요,Adjective,형용사
중요하대,Adjective,형용사
은은히,Adjective,형용사
어지간했나,Adjective,형용사
멀쩡함,Adjective,형용사
빨개진,Adjective,형용사
유익한,Adjective,형용사
많았지만,Adjective,형용사
시급합니다,Adjective,형용사
같으면서도,Adjective,형용사
그러했을까,Adjective,형용사
없었져,Adjective,형용사
오래된,Adjective,형용사
많았는,Adjective,형용사
있었기에,Adjective,형용사
아닐지라도,Adjective,형용사
비슷하네,Adjective,형용사
완벽하지,Adjective,형용사
신중하다,Adjective,형용사
맛깔나게,Adjective,형용사
시끄러워도,Adjective,형용사
꼬였는지,Adjective,형용사
알맞은,Adjective,형용사
없잖어,Adjective,형용사
완벽했는데,Adjective,형용사
짜증나는,Adjective,형용사
자랑스럽지만,Adjective,형용사
옅어졌다,Adjective,형용사
지루해져서,Adjective,형용사
따뜻해지네,Adjective,형용사
당하기만,Adjective,형용사
잘생겼다였는데,Adjective,형용사
이로웠겠다,Adjective,형용사
슬펐는데도,Adjective,형용사
낡았고,Adjective,형용사
바쁘고,Adjective,형용사
굉장했어요,Adjective,형용사
독특했다,Adjective,형용사
불쌍하지,Adjective,형용사
놀래는,Adjective,형용사
설레더니,Adjective,형용사
체념했다,Adjective,형용사
멋있으셨을,Adjective,형용사
우스꽝스러우며,Adjective,형용사
같아야,Adjective,형용사
여전하네,Adjective,형용사
뒤늦게나마,Adjective,형용사
억지스럽다고,Adjective,형용사
높을,Adjective,형용사
반가웠다,Adjective,형용사
벅차더라,Adjective,형용사
적정한,Adjective,형용사
멋졌어,Adjective,형용사
불쌍함,Adjective,형용사
간결함과,Adjective,형용사
답답함이랑,Adjective,형용사
유치할까,Adjective,형용사
불쌍하게만,Adjective,형용사
나약함을,Adjective,형용사
단조로운데,Adjective,형용사
급박한,Adjective,형용사
다르다면,Adjective,형용사
그럼에,Adjective,형용사
재밌었어,Adjective,형용사
좋아할,Adjective,형용사
귀여우셨,Adjective,형용사
강력함,Adjective,형용사
좋아한다,Adjective,형용사
심하진,Adjective,형용사
단조롭다,Adjective,형용사
똑같다니,Adjective,형용사
그렇네요,Adjective,형용사
있었어,Adjective,형용사
있었잖아,Adjective,형용사
어지럽,Adjective,형용사
있다니요,Adjective,형용사
신기해요,Adjective,형용사
더러워서,Adjective,형용사
짙음,Adjective,형용사
뭉클하던지,Adjective,형용사
어마어마하시겠지,Adjective,형용사
재미있기만,Adjective,형용사
씁쓸하더라,Adjective,형용사
끔찍했어,Adjective,형용사
화려하네,Adjective,형용사
다정함,Adjective,형용사
어정쩡해지는,Adjective,형용사
번지르르한데,Adjective,형용사
잘난니,Adjective,형용사
예쁨에만,Adjective,형용사
찝찝함가,Adjective,형용사
재미없어요,Adjective,형용사
새로워서,Adjective,형용사
황당하고,Adjective,형용사
미흡했지만,Adjective,형용사
조아여,Adjective,형용사
궁금하네,Adjective,형용사
가혹해도,Adjective,형용사
어색하고,Adjective,형용사
부산할까,Adjective,형용사
수상하지,Adjective,형용사
성숙해지고,Adjective,형용사
참담함에,Adjective,형용사
무려져서,Adjective,형용사
잔인하여,Adjective,형용사
즐겁죠,Adjective,형용사
솔직하게,Adjective,형용사
없는데도,Adjective,형용사
변하게,Adjective,형용사
낮으면서,Adjective,형용사
어설프고는,Adjective,형용사
싫었는데,Adjective,형용사
사랑스러,Adjective,형용사
이뻐,Adjective,형용사
졸렬한,Adjective,형용사
슬플까,Adjective,형용사
아니었지,Adjective,형용사
적절했는데,Adjective,형용사
아름다웠던,Adjective,형용사
완벽합니,Adjective,형용사
기쁘다,Adjective,형용사
짧지,Adjective,형용사
꺼림칙한,Adjective,형용사
척박한,Adjective,형용사
얕,Adjective,형용사
약하긴,Adjective,형용사
가상하다,Adjective,형용사
스럽더라,Adjective,형용사
재밌게라도,Adjective,형용사
순수함에,Adjective,형용사
기대했기,Adjective,형용사
허약하며,Adjective,형용사
미마,Adjective,형용사
어렵기만,Adjective,형용사
재밌다로,Adjective,형용사
많아야,Adjective,형용사
적절하고,Adjective,형용사
싫었네요,Adjective,형용사
재밌었구,Adjective,형용사
빨라지면,Adjective,형용사
쇠퇴하고,Adjective,형용사
통쾌합니다,Adjective,형용사
치밀하다,Adjective,형용사
괜찮았습니다,Adjective,형용사
박함은,Adjective,형용사
비슷하길래,Adjective,형용사
아깝다,Adjective,형용사
분명하게,Adjective,형용사
가득함을,Adjective,형용사
틀림없어,Adjective,형용사
가능해서,Adjective,형용사
답답함련,Adjective,형용사
불가능함,Adjective,형용사
분함이,Adjective,형용사
없었어서,Adjective,형용사
참신함과는,Adjective,형용사
우월하다고,Adjective,형용사
필요하겠는가,Adjective,형용사
귀여웠네요,Adjective,형용사
거북한,Adjective,형용사
통쾌하면서,Adjective,형용사
귀엽던데,Adjective,형용사
만족하진,Adjective,형용사
강력해진,Adjective,형용사
다르건,Adjective,형용사
적절하다고,Adjective,형용사
이상하다,Adjective,형용사
멋있었는데,Adjective,형용사
똑같지,Adjective,형용사
기쁘더라,Adjective,형용사
굳,Adjective,형용사
짜증나실,Adjective,형용사
있질,Adjective,형용사
이렇다,Adjective,형용사
재밌다길래,Adjective,형용사
쓸쓸해지는,Adjective,형용사
맛있지만,Adjective,형용사
열광했던,Adjective,형용사
안녕하는,Adjective,형용사
위대함은,Adjective,형용사
적합해,Adjective,형용사
성공했다니까,Adjective,형용사
반갑지는,Adjective,형용사
훌륭해지는,Adjective,형용사
편해지고,Adjective,형용사
괜찮앗던,Adjective,형용사
작아서,Adjective,형용사
똑똑하고,Adjective,형용사
분함,Adjective,형용사
우울하지만,Adjective,형용사
착하기만,Adjective,형용사
이상해지더니,Adjective,형용사
묵직함의,Adjective,형용사
같았기에,Adjective,형용사
이래야만,Adjective,형용사
뻔함의,Adjective,형용사
만족합니,Adjective,형용사
갠찬아,Adjective,형용사
구질구질하기까지,Adjective,형용사
좋아겠다,Adjective,형용사
안타깝다,Adjective,형용사
심했구만,Adjective,형용사
성공했을지,Adjective,형용사
특별하다라고,Adjective,형용사
한없는,Adjective,형용사
진지했고,Adjective,형용사
멀든,Adjective,형용사
엄청나서,Adjective,형용사
풍부했더라면,Adjective,형용사
유쾌했고,Adjective,형용사
무정했나,Adjective,형용사
신중히,Adjective,형용사
고수였다,Adjective,형용사
잔혹했다,Adjective,형용사
똑똑하면,Adjective,형용사
애매하지만,Adjective,형용사
장엄했다,Adjective,형용사
어지러웠던,Adjective,형용사
안이함,Adjective,형용사
괴로웠다,Adjective,형용사
쎄올시다,Adjective,형용사
넘쳐나네,Adjective,형용사
긴박함으로,Adjective,형용사
많고,Adjective,형용사
어처구니없다,Adjective,형용사
쾌활한,Adjective,형용사
유익하고,Adjective,형용사
추해도,Adjective,형용사
대단하다니,Adjective,형용사
근사했다,Adjective,형용사
찝찝함잔,Adjective,형용사
재밌데,Adjective,형용사
값지다는,Adjective,형용사
쎄진다며,Adjective,형용사
세련되서,Adjective,형용사
신선해서,Adjective,형용사
순진하게,Adjective,형용사
같어,Adjective,형용사
멋있당,Adjective,형용사
높았음,Adjective,형용사
더해지니,Adjective,형용사
진부함에서,Adjective,형용사
놀랬는데,Adjective,형용사
촌스러워진,Adjective,형용사
퇴보하지,Adjective,형용사
확고한,Adjective,형용사
맛있어졌던데,Adjective,형용사
또렷합니다,Adjective,형용사
미쳤니,Adjective,형용사
시시콜콜한,Adjective,형용사
정신차려,Adjective,형용사
무능함,Adjective,형용사
많겠구나,Adjective,형용사
잘생겼네,Adjective,형용사
벅찼음,Adjective,형용사
씁쓸함조차,Adjective,형용사
훌륭함과,Adjective,형용사
좋더군,Adjective,형용사
어처구니없긴,Adjective,형용사
난해했다,Adjective,형용사
애틋하고,Adjective,형용사
더럽고,Adjective,형용사
약하네,Adjective,형용사
뻔했어요,Adjective,형용사
평범했습니다,Adjective,형용사
귀엽긴,Adjective,형용사
괜찮아요,Adjective,형용사
야하는,Adjective,형용사
허탈함만,Adjective,형용사
드넓은,Adjective,형용사
어이없군,Adjective,형용사
망하고,Adjective,형용사
신선함은,Adjective,형용사
실망했다,Adjective,형용사
치사하게,Adjective,형용사
지루하지가,Adjective,형용사
저렴해진다,Adjective,형용사
신랄하면서,Adjective,형용사
평등해야만,Adjective,형용사
귀엽네,Adjective,형용사
선해,Adjective,형용사
아팠는지,Adjective,형용사
간절하나,Adjective,형용사
박한,Adjective,형용사
아깝잖어,Adjective,형용사
신선하나,Adjective,형용사
유쾌함은,Adjective,형용사
깔끔하기라도,Adjective,형용사
건방지게도,Adjective,형용사
조심스럽고,Adjective,형용사
신나는,Adjective,형용사
환장한,Adjective,형용사
지루하고,Adjective,형용사
아닐,Adjective,형용사
불편하셨다면,Adjective,형용사
잔잔하면서,Adjective,형용사
좁은,Adjective,형용사
필요하다라고,Adjective,형용사
놀라웠고요,Adjective,형용사
재밌었,Adjective,형용사
무서웠지만,Adjective,형용사
깔끔하였다,Adjective,형용사
찌질할,Adjective,형용사
좋은지도,Adjective,형용사
뻔했나요,Adjective,형용사
저속하게,Adjective,형용사
심각할,Adjective,형용사
재밌구나,Adjective,형용사
아녀요,Adjective,형용사
긴박하고,Adjective,형용사
어마어마함,Adjective,형용사
탄탄합니다,Adjective,형용사
드문가,Adjective,형용사
두둑히,Adjective,형용사
자명할,Adjective,형용사
짠하면서,Adjective,형용사
뻔함을,Adjective,형용사
괜찮은,Adjective,형용사
원했다고,Adjective,형용사
그렇듯이,Adjective,형용사
불쌍했어요,Adjective,형용사
죄송함에,Adjective,형용사
익숙함,Adjective,형용사
포근함,Adjective,형용사
아쉽다면,Adjective,형용사
부당한,Adjective,형용사
흥미롭다가,Adjective,형용사
깊지만,Adjective,형용사
재밌었당,Adjective,형용사
동일하다,Adjective,형용사
유쾌하니,Adjective,형용사
애매하기,Adjective,형용사
복잡하고,Adjective,형용사
넘치던,Adjective,형용사
쎄야,Adjective,형용사
용감하고,Adjective,형용사
시원시원하게,Adjective,형용사
성공해야,Adjective,형용사
넘치게,Adjective,형용사
유쾌함까지,Adjective,형용사
청순한,Adjective,형용사
서글퍼서,Adjective,형용사
미워하다가,Adjective,형용사
재밌는디,Adjective,형용사
입니다거기에,Adjective,형용사
재미있나,Adjective,형용사
그리운,Adjective,형용사
애매하고,Adjective,형용사
엉뚱하지만,Adjective,형용사
아프고,Adjective,형용사
곧은,Adjective,형용사
잔인할,Adjective,형용사
느려지는,Adjective,형용사
원해서,Adjective,형용사
멋졌다,Adjective,형용사
흡사했다,Adjective,형용사
재미없었는데,Adjective,형용사
떠들썩하던데,Adjective,형용사
부지런히,Adjective,형용사
만족스러웠어요,Adjective,형용사
반가웠어,Adjective,형용사
진솔하고,Adjective,형용사
외롭고도,Adjective,형용사
한심합니다,Adjective,형용사
어줍잖게,Adjective,형용사
비통한,Adjective,형용사
뻔하진,Adjective,형용사
두렵고,Adjective,형용사
없니,Adjective,형용사
훈훈하게,Adjective,형용사
고리타분하고,Adjective,형용사
유치하,Adjective,형용사
깔끔해요,Adjective,형용사
아니아니아니,Adjective,형용사
잔인했었나,Adjective,형용사
같으네요,Adjective,형용사
재밌을까,Adjective,형용사
재밌다도,Adjective,형용사
흔할까,Adjective,형용사
불편했는데,Adjective,형용사
정직하고,Adjective,형용사
높네용,Adjective,형용사
그럴려고,Adjective,형용사
신랄하게,Adjective,형용사
두근거리는,Adjective,형용사
그러져,Adjective,형용사
견고해진,Adjective,형용사
원하던,Adjective,형용사
심해서,Adjective,형용사
참혹해요,Adjective,형용사
그리워하다,Adjective,형용사
뻔하나,Adjective,형용사
산만하다고도,Adjective,형용사
멍청했나,Adjective,형용사
예리하다,Adjective,형용사
같앗다,Adjective,형용사
총명했으나,Adjective,형용사
재밌자고,Adjective,형용사
틀림없음,Adjective,형용사
두드러지는,Adjective,형용사
싫겠지,Adjective,형용사
예민하신,Adjective,형용사
예쁜데,Adjective,형용사
참신함과,Adjective,형용사
평범했지만,Adjective,형용사
더해,Adjective,형용사
피로함이,Adjective,형용사
말랑말랑해지는,Adjective,형용사
깔끔해졌습니다,Adjective,형용사
진중함과,Adjective,형용사
재미있었답니,Adjective,형용사
비슷할지라도,Adjective,형용사
탁월했고,Adjective,형용사
있내,Adjective,형용사
밋밋했다,Adjective,형용사
미워해라,Adjective,형용사
얄팍함이,Adjective,형용사
위대하고,Adjective,형용사
더러운,Adjective,형용사
아니므로,Adjective,형용사
멍해,Adjective,형용사
멍청한,Adjective,형용사
무모함이,Adjective,형용사
우울해지고,Adjective,형용사
지겨워지기,Adjective,형용사
좋았고요,Adjective,형용사
싫겠다란,Adjective,형용사
뻔하다고는,Adjective,형용사
매끄러운데,Adjective,형용사
즐겁던,Adjective,형용사
입니다당,Adjective,형용사
쓸쓸했을까요,Adjective,형용사
미쳤다라고,Adjective,형용사
괜찮도,Adjective,형용사
위대하지만,Adjective,형용사
벅찼습니다,Adjective,형용사
열광했었지만,Adjective,형용사
어수선한지,Adjective,형용사
징그러워서,Adjective,형용사
조졌으면,Adjective,형용사
무지했던,Adjective,형용사
망했는지,Adjective,형용사
평화롭,Adjective,형용사
더운,Adjective,형용사
스러워졌는데,Adjective,형용사
따뜻하긴,Adjective,형용사
필요하겟,Adjective,형용사
악셀,Adjective,형용사
미친다,Adjective,형용사
열광하고,Adjective,형용사
그렇고요,Adjective,형용사
더럽다,Adjective,형용사
한심하기,Adjective,형용사
난잡하지,Adjective,형용사
없다이어,Adjective,형용사
고소한다,Adjective,형용사
빨랐다는,Adjective,형용사
쓰라리게,Adjective,형용사
씁쓸해,Adjective,형용사
심하,Adjective,형용사
솔직히,Adjective,형용사
성하네,Adjective,형용사
어색한,Adjective,형용사
하나같이야,Adjective,형용사
부였다,Adjective,형용사
없나보다는,Adjective,형용사
부족하군,Adjective,형용사
잔잔한데도,Adjective,형용사
괜찮았음,Adjective,형용사
정갈하고,Adjective,형용사
암담하고,Adjective,형용사
추악함이,Adjective,형용사
더하여,Adjective,형용사
성하지,Adjective,형용사
물컹한,Adjective,형용사
더하면서,Adjective,형용사
장엄하고,Adjective,형용사
우울해,Adjective,형용사
반갑네,Adjective,형용사
순진했음,Adjective,형용사
괜찮았을,Adjective,형용사
쎄다,Adjective,형용사
충실하자,Adjective,형용사
재미없나이거,Adjective,형용사
있을게,Adjective,형용사
까다롭고,Adjective,형용사
슬프오,Adjective,형용사
찝찝한,Adjective,형용사
잔혹함에,Adjective,형용사
구차하게,Adjective,형용사
구태의연하고,Adjective,형용사
굳마,Adjective,형용사
젊고,Adjective,형용사
덜하신,Adjective,형용사
불가능합니다,Adjective,형용사
잔혹함이,Adjective,형용사
구렸었음,Adjective,형용사
무서우면서,Adjective,형용사
아니었네요,Adjective,형용사
멋졌구요,Adjective,형용사
망한다기,Adjective,형용사
사랑스런,Adjective,형용사
식상했던,Adjective,형용사
비겁할,Adjective,형용사
아니려나,Adjective,형용사
느끼하면서,Adjective,형용사
흉악한,Adjective,형용사
이럽,Adjective,형용사
아련하고도,Adjective,형용사
가능하구나라는,Adjective,형용사
지루한지,Adjective,형용사
만족하고,Adjective,형용사
예쁘게만,Adjective,형용사
있으셨으니,Adjective,형용사
미져,Adjective,형용사
성공하지만,Adjective,형용사
답답하게,Adjective,형용사
좋았겠지만,Adjective,형용사
궁금해졌다,Adjective,형용사
만만하게,Adjective,형용사
평범하네,Adjective,형용사
냉혹하다는,Adjective,형용사
아쉬웠다만,Adjective,형용사
그렇습니다,Adjective,형용사
수상함,Adjective,형용사
서늘하다,Adjective,형용사
드물다는,Adjective,형용사
거대한,Adjective,형용사
힘드네요,Adjective,형용사
빠르다는,Adjective,형용사
같았다는,Adjective,형용사
쎄시,Adjective,형용사
숭고함은,Adjective,형용사
잔인해야지,Adjective,형용사
뻔하디,Adjective,형용사
나빴,Adjective,형용사
재미있다니,Adjective,형용사
먼요,Adjective,형용사
헷갈렸고,Adjective,형용사
적나라한,Adjective,형용사
재미있다요,Adjective,형용사
슬퍼나,Adjective,형용사
가능했을지도,Adjective,형용사
당혹스런,Adjective,형용사
잠잠해지면,Adjective,형용사
뿐인,Adjective,형용사
지루해요,Adjective,형용사
부러웠어요,Adjective,형용사
딱딱한,Adjective,형용사
악하며,Adjective,형용사
맛있더라,Adjective,형용사
필요하다,Adjective,형용사
많기를,Adjective,형용사
고맙습니다,Adjective,형용사
색다르네요,Adjective,형용사
어려워야,Adjective,형용사
만족스러웠는데,Adjective,형용사
귀엽기까지,Adjective,형용사
있어야지,Adjective,형용사
설렘이란,Adjective,형용사
아파하며,Adjective,형용사
죄송하단,Adjective,형용사
필요하지도,Adjective,형용사
화려하지,Adjective,형용사
건조하지,Adjective,형용사
많은가,Adjective,형용사
대담하며,Adjective,형용사
소중하다고,Adjective,형용사
갠차,Adjective,형용사
괜찮았다가,Adjective,형용사
희한하대,Adjective,형용사
식상해도,Adjective,형용사
없다까진,Adjective,형용사
미면,Adjective,형용사
필요해서,Adjective,형용사
진부했음,Adjective,형용사
성하다는,Adjective,형용사
싫어했는데,Adjective,형용사
따뜻하다,Adjective,형용사
재밌어가는,Adjective,형용사
섹시해서,Adjective,형용사
그렇구나,Adjective,형용사
우수하기보단,Adjective,형용사
재미없을,Adjective,형용사
필요없음,Adjective,형용사
괜찮다는,Adjective,형용사
뻔합니다,Adjective,형용사
간절함을,Adjective,형용사
적당할,Adjective,형용사
위험하고,Adjective,형용사
대단하시다,Adjective,형용사
뿐이면,Adjective,형용사
어설프다고,Adjective,형용사
화려하나,Adjective,형용사
죄송했던,Adjective,형용사
반갑던데,Adjective,형용사
아니랑,Adjective,형용사
쾌적한,Adjective,형용사
창피하고,Adjective,형용사
지루해질,Adjective,형용사
훌륭했으며,Adjective,형용사
알차고,Adjective,형용사
좋겠지만,Adjective,형용사
괜찮았는데,Adjective,형용사
어마어마했다,Adjective,형용사
길어,Adjective,형용사
있었더라고요,Adjective,형용사
발랄하게,Adjective,형용사
가상했으나,Adjective,형용사
순해지려,Adjective,형용사
없잖아요,Adjective,형용사
싫어하는데도,Adjective,형용사
지루해지거든,Adjective,형용사
얄미울,Adjective,형용사
놀랬음,Adjective,형용사
인해,Adjective,형용사
더해졌다,Adjective,형용사
묘묘한,Adjective,형용사
풋풋함을,Adjective,형용사
더라고요,Adjective,형용사
안타까워지기만,Adjective,형용사
분해서,Adjective,형용사
참혹함,Adjective,형용사
어설픈,Adjective,형용사
당해라,Adjective,형용사
짧은데,Adjective,형용사
부네,Adjective,형용사
아름다웠지만,Adjective,형용사
좋겠는,Adjective,형용사
좋아했었지,Adjective,형용사
서러워,Adjective,형용사
갑갑했을,Adjective,형용사
느슨해지고,Adjective,형용사
시끄럽기까지,Adjective,형용사
창백한,Adjective,형용사
조하느라,Adjective,형용사
괴롭다,Adjective,형용사
