word,pos,description
어처구니,NNG,보통 명사
도가,NNG,보통 명사
작,NNG,보통 명사
통,NNG,보통 명사
상욕,NNG,보통 명사
경수,NNG,보통 명사
ㅇ,NNG,보통 명사
배우,NNG,보통 명사
현실감,NNG,보통 명사
예전,NNG,보통 명사
관객,NNG,보통 명사
병작,NNG,보통 명사
끝,NNG,보통 명사
식이,NNG,보통 명사
통과,NNG,보통 명사
바리,NNG,보통 명사
런,NNG,보통 명사
아쉬움,NNG,보통 명사
해전,NNG,보통 명사
하아,NNG,보통 명사
버전,NNG,보통 명사
어로,NNG,보통 명사
스쿨,NNG,보통 명사
영화제,NNG,보통 명사
얘기,NNG,보통 명사
회,NNG,보통 명사
라,NNG,보통 명사
심장,NNG,보통 명사
왜곡,NNG,보통 명사
개돼지,NNG,보통 명사
전,NNG,보통 명사
일본인,NNG,보통 명사
황,NNG,보통 명사
일파,NNG,보통 명사
리뷰,NNG,보통 명사
은,NNG,보통 명사
위인,NNG,보통 명사
스케일,NNG,보통 명사
역사물,NNG,보통 명사
천당,NNG,보통 명사
해안,NNG,보통 명사
줄,NNG,보통 명사
충,NNG,보통 명사
덧칠,NNG,보통 명사
악평,NNG,보통 명사
운운,NNG,보통 명사
투지,NNG,보통 명사
시리즈,NNG,보통 명사
의문,NNG,보통 명사
역사가,NNG,보통 명사
사전,NNG,보통 명사
가슴,NNG,보통 명사
향연,NNG,보통 명사
외전,NNG,보통 명사
극찬,NNG,보통 명사
때,NNG,보통 명사
오늘날,NNG,보통 명사
팔,NNG,보통 명사
고경,NNG,보통 명사
가능,NNG,보통 명사
안무,NNG,보통 명사
검찰,NNG,보통 명사
만점,NNG,보통 명사
조폭,NNG,보통 명사
박스,NNG,보통 명사
차,NNG,보통 명사
식당,NNG,보통 명사
정신,NNG,보통 명사
영상미,NNG,보통 명사
콘서트,NNG,보통 명사
인지,NNG,보통 명사
근심,NNG,보통 명사
폭소,NNG,보통 명사
물귀신,NNG,보통 명사
자,NNG,보통 명사
급병,NNG,보통 명사
촌극,NNG,보통 명사
공부,NNG,보통 명사
애국심,NNG,보통 명사
테러,NNG,보통 명사
음,NNG,보통 명사
도입,NNG,보통 명사
좀비,NNG,보통 명사
짓,NNG,보통 명사
언니,NNG,보통 명사
때쯤,NNG,보통 명사
음악,NNG,보통 명사
타인,NNG,보통 명사
연속,NNG,보통 명사
칸,NNG,보통 명사
후반,NNG,보통 명사
병,NNG,보통 명사
아가,NNG,보통 명사
주인공,NNG,보통 명사
요나라,NNG,보통 명사
수표,NNG,보통 명사
등대,NNG,보통 명사
말로,NNG,보통 명사
르,NNG,보통 명사
가수,NNG,보통 명사
포기,NNG,보통 명사
지역,NNG,보통 명사
하단,NNG,보통 명사
돼지,NNG,보통 명사
묘사,NNG,보통 명사
랜,NNG,보통 명사
틈,NNG,보통 명사
보편적,NNG,보통 명사
편견,NNG,보통 명사
원래,NNG,보통 명사
동원,NNG,보통 명사
불륜,NNG,보통 명사
시다,NNG,보통 명사
마스트,NNG,보통 명사
영,NNG,보통 명사
전술,NNG,보통 명사
경합,NNG,보통 명사
흥행,NNG,보통 명사
후반부,NNG,보통 명사
예산,NNG,보통 명사
전반적,NNG,보통 명사
본,NNG,보통 명사
찬성,NNG,보통 명사
프랑,NNG,보통 명사
전달,NNG,보통 명사
징,NNG,보통 명사
진리,NNG,보통 명사
훈,NNG,보통 명사
아빠,NNG,보통 명사
운,NNG,보통 명사
독점,NNG,보통 명사
ㄷ,NNG,보통 명사
돈,NNG,보통 명사
장면,NNG,보통 명사
긴장감,NNG,보통 명사
어우,NNG,보통 명사
성웅,NNG,보통 명사
시나리오,NNG,보통 명사
흥행작,NNG,보통 명사
연기자,NNG,보통 명사
국가,NNG,보통 명사
경의,NNG,보통 명사
슬픔,NNG,보통 명사
구,NNG,보통 명사
정,NNG,보통 명사
집값,NNG,보통 명사
영화사,NNG,보통 명사
문화,NNG,보통 명사
다상,NNG,보통 명사
천만인,NNG,보통 명사
선방,NNG,보통 명사
예상,NNG,보통 명사
불필요,NNG,보통 명사
성과,NNG,보통 명사
이래,NNG,보통 명사
참,NNG,보통 명사
글,NNG,보통 명사
느낌,NNG,보통 명사
거랑,NNG,보통 명사
상태,NNG,보통 명사
실패작,NNG,보통 명사
마무리,NNG,보통 명사
엄마,NNG,보통 명사
부모님,NNG,보통 명사
기회,NNG,보통 명사
잠복,NNG,보통 명사
새,NNG,보통 명사
기존,NNG,보통 명사
청룡,NNG,보통 명사
화면,NNG,보통 명사
루즈,NNG,보통 명사
원작,NNG,보통 명사
방,NNG,보통 명사
코,NNG,보통 명사
계기,NNG,보통 명사
미시,NNG,보통 명사
이야기,NNG,보통 명사
포졸,NNG,보통 명사
코메디,NNG,보통 명사
단순,NNG,보통 명사
나기,NNG,보통 명사
무력,NNG,보통 명사
모습,NNG,보통 명사
오류,NNG,보통 명사
리얼,NNG,보통 명사
음향,NNG,보통 명사
유발,NNG,보통 명사
반감,NNG,보통 명사
레인저,NNG,보통 명사
도로,NNG,보통 명사
제작,NNG,보통 명사
유,NNG,보통 명사
영화화,NNG,보통 명사
티,NNG,보통 명사
관람객,NNG,보통 명사
형님,NNG,보통 명사
조상,NNG,보통 명사
자랑,NNG,보통 명사
강박,NNG,보통 명사
날,NNG,보통 명사
나들이,NNG,보통 명사
ㄱ,NNG,보통 명사
시대,NNG,보통 명사
액션,NNG,보통 명사
해병대,NNG,보통 명사
컨테이너,NNG,보통 명사
끝판,NNG,보통 명사
깨달음,NNG,보통 명사
그래픽,NNG,보통 명사
민족,NNG,보통 명사
토,NNG,보통 명사
백성,NNG,보통 명사
쉬,NNG,보통 명사
별,NNG,보통 명사
언,NNG,보통 명사
개봉,NNG,보통 명사
개국,NNG,보통 명사
조연,NNG,보통 명사
안,NNG,보통 명사
짱,NNG,보통 명사
영화,NNG,보통 명사
비장,NNG,보통 명사
처음,NNG,보통 명사
이마,NNG,보통 명사
적임,NNG,보통 명사
테마,NNG,보통 명사
환,NNG,보통 명사
물,NNG,보통 명사
연화,NNG,보통 명사
재미,NNG,보통 명사
진정,NNG,보통 명사
충격적,NNG,보통 명사
앞잡이,NNG,보통 명사
걸작,NNG,보통 명사
잼,NNG,보통 명사
상업성,NNG,보통 명사
국영,NNG,보통 명사
존재,NNG,보통 명사
각보,NNG,보통 명사
아우,NNG,보통 명사
졸작,NNG,보통 명사
팬,NNG,보통 명사
나지,NNG,보통 명사
흥분,NNG,보통 명사
성기,NNG,보통 명사
정세,NNG,보통 명사
한계,NNG,보통 명사
움,NNG,보통 명사
일,NNG,보통 명사
지형,NNG,보통 명사
한,NNG,보통 명사
임,NNG,보통 명사
함해,NNG,보통 명사
근래,NNG,보통 명사
거실,NNG,보통 명사
즙,NNG,보통 명사
취한,NNG,보통 명사
요도,NNG,보통 명사
예고편,NNG,보통 명사
근무,NNG,보통 명사
성해,NNG,보통 명사
ㅈ,NNG,보통 명사
총질,NNG,보통 명사
지도,NNG,보통 명사
고소,NNG,보통 명사
지식,NNG,보통 명사
지능,NNG,보통 명사
초반,NNG,보통 명사
탑,NNG,보통 명사
올해,NNG,보통 명사
실적,NNG,보통 명사
작용,NNG,보통 명사
밑,NNG,보통 명사
슬로우,NNG,보통 명사
누더기,NNG,보통 명사
덕분,NNG,보통 명사
조금,NNG,보통 명사
울기,NNG,보통 명사
엿,NNG,보통 명사
진심,NNG,보통 명사
새해,NNG,보통 명사
보검,NNG,보통 명사
유익,NNG,보통 명사
다양,NNG,보통 명사
땀,NNG,보통 명사
나름,NNG,보통 명사
점,NNG,보통 명사
면목,NNG,보통 명사
멘트,NNG,보통 명사
주기,NNG,보통 명사
이용,NNG,보통 명사
이지만,NNG,보통 명사
납득,NNG,보통 명사
부족,NNG,보통 명사
신선,NNG,보통 명사
질문,NNG,보통 명사
만화,NNG,보통 명사
충이,NNG,보통 명사
등장,NNG,보통 명사
평생,NNG,보통 명사
사극,NNG,보통 명사
힘,NNG,보통 명사
물불,NNG,보통 명사
흙,NNG,보통 명사
결,NNG,보통 명사
광복절,NNG,보통 명사
보십,NNG,보통 명사
맛깔,NNG,보통 명사
평점,NNG,보통 명사
빈약,NNG,보통 명사
감각,NNG,보통 명사
침,NNG,보통 명사
빛,NNG,보통 명사
눈앞,NNG,보통 명사
보임,NNG,보통 명사
세상,NNG,보통 명사
나도,NNG,보통 명사
평가,NNG,보통 명사
일본어,NNG,보통 명사
파괴,NNG,보통 명사
미스,NNG,보통 명사
얼굴,NNG,보통 명사
전통문화,NNG,보통 명사
예능,NNG,보통 명사
업계,NNG,보통 명사
왕,NNG,보통 명사
일본,NNG,보통 명사
개그,NNG,보통 명사
커버,NNG,보통 명사
유행어,NNG,보통 명사
톤,NNG,보통 명사
충무공,NNG,보통 명사
고어,NNG,보통 명사
이순신,NNG,보통 명사
과대평가,NNG,보통 명사
이즈,NNG,보통 명사
반성,NNG,보통 명사
손,NNG,보통 명사
올드,NNG,보통 명사
오열,NNG,보통 명사
박해,NNG,보통 명사
덩이,NNG,보통 명사
한국,NNG,보통 명사
와이,NNG,보통 명사
애국,NNG,보통 명사
무신론자,NNG,보통 명사
내기,NNG,보통 명사
전개,NNG,보통 명사
무작정,NNG,보통 명사
보,NNG,보통 명사
외국,NNG,보통 명사
지,NNG,보통 명사
바탕,NNG,보통 명사
스펙타클,NNG,보통 명사
정서적,NNG,보통 명사
장수,NNG,보통 명사
사람,NNG,보통 명사
빈틈,NNG,보통 명사
함포,NNG,보통 명사
극한,NNG,보통 명사
맥락,NNG,보통 명사
뒷골목,NNG,보통 명사
만,NNG,보통 명사
졸,NNG,보통 명사
당시,NNG,보통 명사
절,NNG,보통 명사
나의,NNG,보통 명사
확인,NNG,보통 명사
칼,NNG,보통 명사
특선,NNG,보통 명사
라마,NNG,보통 명사
심청,NNG,보통 명사
이제,NNG,보통 명사
바다,NNG,보통 명사
허망,NNG,보통 명사
모성애,NNG,보통 명사
자신,NNG,보통 명사
재평가,NNG,보통 명사
찰떡,NNG,보통 명사
호스,NNG,보통 명사
집중력,NNG,보통 명사
영화계,NNG,보통 명사
아,NNG,보통 명사
화가,NNG,보통 명사
반증,NNG,보통 명사
기가,NNG,보통 명사
계실,NNG,보통 명사
맨,NNG,보통 명사
중후반,NNG,보통 명사
장르,NNG,보통 명사
찬양,NNG,보통 명사
인위적,NNG,보통 명사
탄생,NNG,보통 명사
실력,NNG,보통 명사
아이,NNG,보통 명사
전쟁,NNG,보통 명사
인건,NNG,보통 명사
전형,NNG,보통 명사
꿈,NNG,보통 명사
로스트,NNG,보통 명사
건,NNG,보통 명사
입도,NNG,보통 명사
립,NNG,보통 명사
신파,NNG,보통 명사
장군님,NNG,보통 명사
낙태,NNG,보통 명사
삼위일체,NNG,보통 명사
길,NNG,보통 명사
도경,NNG,보통 명사
감동,NNG,보통 명사
대도,NNG,보통 명사
주관적,NNG,보통 명사
노,NNG,보통 명사
집중,NNG,보통 명사
집약,NNG,보통 명사
곽,NNG,보통 명사
의심,NNG,보통 명사
대작,NNG,보통 명사
닭살,NNG,보통 명사
도랏,NNG,보통 명사
이면서,NNG,보통 명사
토끼,NNG,보통 명사
중국,NNG,보통 명사
시도,NNG,보통 명사
후반전,NNG,보통 명사
개원,NNG,보통 명사
임진왜란,NNG,보통 명사
만큼,NNG,보통 명사
과하,NNG,보통 명사
난중,NNG,보통 명사
중한,NNG,보통 명사
알바,NNG,보통 명사
단언,NNG,보통 명사
물이,NNG,보통 명사
치한,NNG,보통 명사
몰입,NNG,보통 명사
최상,NNG,보통 명사
조선,NNG,보통 명사
세련,NNG,보통 명사
필수,NNG,보통 명사
저글,NNG,보통 명사
이유,NNG,보통 명사
비급,NNG,보통 명사
커플,NNG,보통 명사
첨단,NNG,보통 명사
영허,NNG,보통 명사
마라,NNG,보통 명사
스크린,NNG,보통 명사
인민,NNG,보통 명사
죽음,NNG,보통 명사
인지도,NNG,보통 명사
점대,NNG,보통 명사
주호,NNG,보통 명사
작렬,NNG,보통 명사
속편,NNG,보통 명사
구국,NNG,보통 명사
원한,NNG,보통 명사
평소,NNG,보통 명사
공산당,NNG,보통 명사
요소,NNG,보통 명사
강,NNG,보통 명사
화려,NNG,보통 명사
회의,NNG,보통 명사
여난,NNG,보통 명사
모어,NNG,보통 명사
체험,NNG,보통 명사
효과,NNG,보통 명사
민심,NNG,보통 명사
제대,NNG,보통 명사
재앙,NNG,보통 명사
단점,NNG,보통 명사
죄,NNG,보통 명사
명줄,NNG,보통 명사
치사량,NNG,보통 명사
정인,NNG,보통 명사
남용,NNG,보통 명사
악감정,NNG,보통 명사
셈,NNG,보통 명사
사,NNG,보통 명사
귀신,NNG,보통 명사
리더,NNG,보통 명사
나라,NNG,보통 명사
고증,NNG,보통 명사
법정,NNG,보통 명사
작품,NNG,보통 명사
천행,NNG,보통 명사
겨울,NNG,보통 명사
과장,NNG,보통 명사
벌,NNG,보통 명사
역적,NNG,보통 명사
광고,NNG,보통 명사
각성,NNG,보통 명사
한편,NNG,보통 명사
신화,NNG,보통 명사
기술,NNG,보통 명사
주신,NNG,보통 명사
내서,NNG,보통 명사
지수,NNG,보통 명사
펄,NNG,보통 명사
정돈,NNG,보통 명사
함의,NNG,보통 명사
니들,NNG,보통 명사
설정,NNG,보통 명사
줌,NNG,보통 명사
희망,NNG,보통 명사
나한,NNG,보통 명사
확신,NNG,보통 명사
진선,NNG,보통 명사
생,NNG,보통 명사
가정,NNG,보통 명사
두려움,NNG,보통 명사
명품,NNG,보통 명사
내,NNG,보통 명사
공중파,NNG,보통 명사
다소,NNG,보통 명사
탄산음료,NNG,보통 명사
속,NNG,보통 명사
착각,NNG,보통 명사
목적,NNG,보통 명사
마음,NNG,보통 명사
행운,NNG,보통 명사
ㅅ,NNG,보통 명사
지진,NNG,보통 명사
템플,NNG,보통 명사
젤,NNG,보통 명사
개인적,NNG,보통 명사
문제,NNG,보통 명사
비호,NNG,보통 명사
교환,NNG,보통 명사
한번,NNG,보통 명사
내고,NNG,보통 명사
드라마,NNG,보통 명사
삼류,NNG,보통 명사
쪽,NNG,보통 명사
고명,NNG,보통 명사
순위,NNG,보통 명사
패,NNG,보통 명사
선과,NNG,보통 명사
캐스팅,NNG,보통 명사
난무,NNG,보통 명사
상공인,NNG,보통 명사
극적,NNG,보통 명사
사수,NNG,보통 명사
지적,NNG,보통 명사
묘미,NNG,보통 명사
보고,NNG,보통 명사
보라,NNG,보통 명사
팩,NNG,보통 명사
진짜,NNG,보통 명사
획,NNG,보통 명사
방하,NNG,보통 명사
롤,NNG,보통 명사
은혜,NNG,보통 명사
수,NNG,보통 명사
영화판,NNG,보통 명사
동력,NNG,보통 명사
새끼,NNG,보통 명사
승리,NNG,보통 명사
교과서,NNG,보통 명사
골,NNG,보통 명사
카피,NNG,보통 명사
현충일,NNG,보통 명사
감수,NNG,보통 명사
비,NNG,보통 명사
오랜만,NNG,보통 명사
기본적,NNG,보통 명사
와중,NNG,보통 명사
관계자,NNG,보통 명사
링,NNG,보통 명사
교수님,NNG,보통 명사
장엄,NNG,보통 명사
숨,NNG,보통 명사
엔드,NNG,보통 명사
불구,NNG,보통 명사
중간,NNG,보통 명사
굿,NNG,보통 명사
초중반,NNG,보통 명사
우,NNG,보통 명사
사운드,NNG,보통 명사
감명,NNG,보통 명사
복,NNG,보통 명사
고학년,NNG,보통 명사
부녀,NNG,보통 명사
요,NNG,보통 명사
매력적,NNG,보통 명사
대첩,NNG,보통 명사
누,NNG,보통 명사
마지,NNG,보통 명사
후편,NNG,보통 명사
한마디,NNG,보통 명사
노골적,NNG,보통 명사
시각,NNG,보통 명사
표시,NNG,보통 명사
전이,NNG,보통 명사
뻔,NNG,보통 명사
후,NNG,보통 명사
연,NNG,보통 명사
머리,NNG,보통 명사
관람,NNG,보통 명사
전반전,NNG,보통 명사
최상급,NNG,보통 명사
못,NNG,보통 명사
연기력,NNG,보통 명사
한국인,NNG,보통 명사
미디,NNG,보통 명사
시종일관,NNG,보통 명사
실화,NNG,보통 명사
보물,NNG,보통 명사
산,NNG,보통 명사
불,NNG,보통 명사
무시,NNG,보통 명사
형,NNG,보통 명사
뻥,NNG,보통 명사
운동,NNG,보통 명사
조선족,NNG,보통 명사
현실성,NNG,보통 명사
수씨,NNG,보통 명사
점도,NNG,보통 명사
만세,NNG,보통 명사
방울,NNG,보통 명사
기한,NNG,보통 명사
리그,NNG,보통 명사
파워,NNG,보통 명사
거보,NNG,보통 명사
표본,NNG,보통 명사
눈,NNG,보통 명사
무게,NNG,보통 명사
매국노,NNG,보통 명사
소모,NNG,보통 명사
국산,NNG,보통 명사
이하,NNG,보통 명사
거품,NNG,보통 명사
공짜,NNG,보통 명사
덩어리,NNG,보통 명사
하나,NNG,보통 명사
오,NNG,보통 명사
들,NNG,보통 명사
관심,NNG,보통 명사
다작,NNG,보통 명사
카드,NNG,보통 명사
양념,NNG,보통 명사
서울,NNG,보통 명사
왜구,NNG,보통 명사
막골,NNG,보통 명사
수작,NNG,보통 명사
부패,NNG,보통 명사
아픔,NNG,보통 명사
성공,NNG,보통 명사
합,NNG,보통 명사
인,NNG,보통 명사
데,NNG,보통 명사
동물,NNG,보통 명사
임인,NNG,보통 명사
한참,NNG,보통 명사
예술,NNG,보통 명사
단어,NNG,보통 명사
최고,NNG,보통 명사
라인,NNG,보통 명사
자씨,NNG,보통 명사
자식,NNG,보통 명사
순,NNG,보통 명사
퇴보,NNG,보통 명사
사분,NNG,보통 명사
기준,NNG,보통 명사
범인,NNG,보통 명사
주고,NNG,보통 명사
별의,NNG,보통 명사
포장,NNG,보통 명사
출근,NNG,보통 명사
상,NNG,보통 명사
군더더기,NNG,보통 명사
빵,NNG,보통 명사
시작,NNG,보통 명사
허구,NNG,보통 명사
분위기,NNG,보통 명사
진과,NNG,보통 명사
요즘,NNG,보통 명사
전술적,NNG,보통 명사
통일성,NNG,보통 명사
초,NNG,보통 명사
홍,NNG,보통 명사
이상한,NNG,보통 명사
고민,NNG,보통 명사
사도,NNG,보통 명사
정이,NNG,보통 명사
안됨,NNG,보통 명사
승부,NNG,보통 명사
문,NNG,보통 명사
대체,NNG,보통 명사
어거지,NNG,보통 명사
고생,NNG,보통 명사
마을,NNG,보통 명사
호평,NNG,보통 명사
하정,NNG,보통 명사
조분,NNG,보통 명사
로그,NNG,보통 명사
민의,NNG,보통 명사
보증,NNG,보통 명사
시간,NNM,단위 의존 명사
자,NNM,단위 의존 명사
점,NNM,단위 의존 명사
건,NNM,단위 의존 명사
위,NNM,단위 의존 명사
분,NNM,단위 의존 명사
대,NNM,단위 의존 명사
편,NNM,단위 의존 명사
평,NNM,단위 의존 명사
만큼,NNM,단위 의존 명사
간,NNM,단위 의존 명사
번,NNM,단위 의존 명사
냥,NNM,단위 의존 명사
척,NNM,단위 의존 명사
차,NNM,단위 의존 명사
월,NNM,단위 의존 명사
개,NNM,단위 의존 명사
년,NNM,단위 의존 명사
명,NNM,단위 의존 명사
마리,NNM,단위 의존 명사
릴,NNM,단위 의존 명사
님,NNM,단위 의존 명사
옴,NNM,단위 의존 명사
기,NNM,단위 의존 명사
짐,NNM,단위 의존 명사
년대,NNM,단위 의존 명사
일,NNM,단위 의존 명사
회,NNM,단위 의존 명사
임동,NNP,고유 명사
네이버,NNP,고유 명사
하다,NNP,고유 명사
최,NNP,고유 명사
모름,NNP,고유 명사
컴,NNP,고유 명사
하면,NNP,고유 명사
존,NNP,고유 명사
하라,NNP,고유 명사
할리우드,NNP,고유 명사
수동,NNP,고유 명사
러,NNP,고유 명사
토네이도,NNP,고유 명사
라니,NNP,고유 명사
동강,NNP,고유 명사
모든,NNP,고유 명사
우도,NNP,고유 명사
해보면,NNP,고유 명사
김동욱,NNP,고유 명사
기흥,NNP,고유 명사
남강,NNP,고유 명사
진도,NNP,고유 명사
다가,NNP,고유 명사
파크,NNP,고유 명사
선동,NNP,고유 명사
이건,NNP,고유 명사
잘만,NNP,고유 명사
다큐,NNP,고유 명사
다나,NNP,고유 명사
태현,NNP,고유 명사
원동,NNP,고유 명사
세요,NNP,고유 명사
니,NP,대명사
그것,NP,대명사
뭐,NP,대명사
여기,NP,대명사
누구,NP,대명사
그거,NP,대명사
무엇,NP,대명사
누군가,NP,대명사
나,NP,대명사
저,NP,대명사
어디,NP,대명사
거기,NP,대명사
너,NP,대명사
이것,NP,대명사
머,NP,대명사
그놈,NP,대명사
내,NP,대명사
당신,NP,대명사
저희,NP,대명사
그대,NP,대명사
그,NP,대명사
이거,NP,대명사
이,NP,대명사
우리,NP,대명사
자기,NP,대명사
저분,NP,대명사
백,NR,수사
천,NR,수사
0,NR,수사
2014,NR,수사
오십,NR,수사
50,NR,수사
815,NR,수사
10,NR,수사
다섯,NR,수사
34,NR,수사
마흔,NR,수사
2,NR,수사
92,NR,수사
88,NR,수사
오,NR,수사
조,NR,수사
하나,NR,수사
십,NR,수사
8,NR,수사
4,NR,수사
200,NR,수사
서른,NR,수사
1600,NR,수사
스물,NR,수사
23,NR,수사
1400,NR,수사
2021,NR,수사
5,NR,수사
1000,NR,수사
1,NR,수사
만,NR,수사
9,NR,수사
170,NR,수사
모,NR,수사
둘,NR,수사
31,NR,수사
1997,NR,수사
12,NR,수사
1761,NR,수사
억,NR,수사
90,NR,수사
99,NR,수사
댓,NR,수사
330,NR,수사
00,NR,수사
7,NR,수사
둘째,NR,수사
111,NR,수사
67,NR,수사
1700,NR,수사
1800,NR,수사
20,NR,수사
3,NR,수사
300,NR,수사
천만,NR,수사
140803,NR,수사
6,NR,수사
첫째,NR,수사
180113,NR,수사
100,NR,수사
겐,UN,명사 추정 범주
리더쉽위기,UN,명사 추정 범주
슬펏어,UN,명사 추정 범주
뤘를,UN,명사 추정 범주
눈데,UN,명사 추정 범주
랄,UN,명사 추정 범주
녕,UN,명사 추정 범주
프,UN,명사 추정 범주
플릭스,UN,명사 추정 범주
뮤,UN,명사 추정 범주
훌룡,UN,명사 추정 범주
ㅉㅂ,UN,명사 추정 범주
웃길려,UN,명사 추정 범주
소린자,UN,명사 추정 범주
쌩,UN,명사 추정 범주
울릴려,UN,명사 추정 범주
짴,UN,명사 추정 범주
웟네,UN,명사 추정 범주
린,UN,명사 추정 범주
릭,UN,명사 추정 범주
플,UN,명사 추정 범주
뿜뿜,UN,명사 추정 범주
치트키,UN,명사 추정 범주
있음,UN,명사 추정 범주
믿거,UN,명사 추정 범주
전드,UN,명사 추정 범주
쓰렉,UN,명사 추정 범주
함글,UN,명사 추정 범주
빠졋,UN,명사 추정 범주
이야코미,UN,명사 추정 범주
뇨나라,UN,명사 추정 범주
밌,UN,명사 추정 범주
웟,UN,명사 추정 범주
많타,UN,명사 추정 범주
딕션,UN,명사 추정 범주
으,UN,명사 추정 범주
휴,UN,명사 추정 범주
크으,UN,명사 추정 범주
택,UN,명사 추정 범주
즈,UN,명사 추정 범주
개쩐,UN,명사 추정 범주
펏,UN,명사 추정 범주
프넹,UN,명사 추정 범주
거잖,UN,명사 추정 범주
넷플,UN,명사 추정 범주
욬,UN,명사 추정 범주
떳,UN,명사 추정 범주
혜,UN,명사 추정 범주
버드,UN,명사 추정 범주
딩,UN,명사 추정 범주
ㅉㅉ,UN,명사 추정 범주
귯,UN,명사 추정 범주
작가님이,UN,명사 추정 범주
규,UN,명사 추정 범주
봣지,UN,명사 추정 범주
해야,UN,명사 추정 범주
가능,UN,명사 추정 범주
스토리텔링,UN,명사 추정 범주
ㅌ,UN,명사 추정 범주
넷플릭스,UN,명사 추정 범주
룡,UN,명사 추정 범주
ㄴ무재밌게,UN,명사 추정 범주
봣어,UN,명사 추정 범주
집중할려,UN,명사 추정 범주
뽕버,UN,명사 추정 범주
응,UN,명사 추정 범주
에휴,UN,명사 추정 범주
중이따뻉반,UN,명사 추정 범주
살아야겠다,UN,명사 추정 범주
밋,UN,명사 추정 범주
보스는,UN,명사 추정 범주
굳굳,UN,명사 추정 범주
꾸울,UN,명사 추정 범주
쨩,UN,명사 추정 범주
쯧,UN,명사 추정 범주
왤,UN,명사 추정 범주
됬네,UN,명사 추정 범주
크킄크,UN,명사 추정 범주
가에,UN,명사 추정 범주
웠,UN,명사 추정 범주
죠센,UN,명사 추정 범주
뭉,UN,명사 추정 범주
나웃,UN,명사 추정 범주
름,UN,명사 추정 범주
륵,UN,명사 추정 범주
왓챠,UN,명사 추정 범주
얘,UN,명사 추정 범주
내었,UN,명사 추정 범주
많하,UN,명사 추정 범주
작ㅇ,UN,명사 추정 범주
불맞,UN,명사 추정 범주
엑시트,UN,명사 추정 범주
디가,UN,명사 추정 범주
류승룡,UN,명사 추정 범주
효도해야겠네,UN,명사 추정 범주
툰,UN,명사 추정 범주
퀄,UN,명사 추정 범주
르겄,UN,명사 추정 범주
츄,UN,명사 추정 범주
첬,UN,명사 추정 범주
빡,UN,명사 추정 범주
있고,UN,명사 추정 범주
그럴려,UN,명사 추정 범주
늨,UN,명사 추정 범주
봣,UN,명사 추정 범주
낟,UN,명사 추정 범주
ㅄ,UN,명사 추정 범주
팩트,UN,명사 추정 범주
티빙으,UN,명사 추정 범주
우래,UN,명사 추정 범주
웃낌,UN,명사 추정 범주
훌룡합니,UN,명사 추정 범주
각되,UN,명사 추정 범주
피규어,UN,명사 추정 범주
연기를,UN,명사 추정 범주
다크,UN,명사 추정 범주
똘만,UN,명사 추정 범주
살아야겠네,UN,명사 추정 범주
타이타닉,UN,명사 추정 범주
샤키,UN,명사 추정 범주
티비나넷플로,UN,명사 추정 범주
높음옶나,UN,명사 추정 범주
웹툰,UN,명사 추정 범주
있으,UN,명사 추정 범주
워,UN,명사 추정 범주
라기,UN,명사 추정 범주
눙,UN,명사 추정 범주
ㅉ,UN,명사 추정 범주
ㅅㄲ들,UN,명사 추정 범주
ㅋ,UN,명사 추정 범주
찐으,UN,명사 추정 범주
ㅉㅉ어이구병헌,UN,명사 추정 범주
먹도ㅋ,UN,명사 추정 범주
셰,UN,명사 추정 범주
꼽찢,UN,명사 추정 범주
오잖,UN,명사 추정 범주
어캐천만,UN,명사 추정 범주
꾸덕,UN,명사 추정 범주
ㄲ,UN,명사 추정 범주
재밋어,UN,명사 추정 범주
찾,VA,형용사
과하,VA,형용사
즐겁,VA,형용사
달르,VA,형용사
괜찮,VA,형용사
답,VA,형용사
옳,VA,형용사
놀랍,VA,형용사
너그럽,VA,형용사
아깝,VA,형용사
편하,VA,형용사
까다롭,VA,형용사
힘들,VA,형용사
그,VA,형용사
어리,VA,형용사
없다,VA,형용사
되,VA,형용사
뻔하,VA,형용사
멋들어지,VA,형용사
빠르,VA,형용사
낫,VA,형용사
역겹,VA,형용사
애처롭,VA,형용사
나쁘,VA,형용사
드럽,VA,형용사
찰지,VA,형용사
지긋지긋하,VA,형용사
쓸데없,VA,형용사
짙,VA,형용사
못하,VA,형용사
싫,VA,형용사
벌,VA,형용사
엄청나,VA,형용사
없,VA,형용사
어떻,VA,형용사
크,VA,형용사
재미있,VA,형용사
가깝,VA,형용사
멋지,VA,형용사
작,VA,형용사
안타깝,VA,형용사
높,VA,형용사
뛰어나,VA,형용사
약하,VA,형용사
깊,VA,형용사
없잖,VA,형용사
웃,VA,형용사
바쁘,VA,형용사
가볍,VA,형용사
아쉽,VA,형용사
맛있,VA,형용사
궁금하,VA,형용사
낮,VA,형용사
같잖,VA,형용사
어둡,VA,형용사
흔하,VA,형용사
길,VA,형용사
아프,VA,형용사
저렇,VA,형용사
슬프,VA,형용사
진하,VA,형용사
멀,VA,형용사
뜬금없,VA,형용사
멋있,VA,형용사
같,VA,형용사
어설프,VA,형용사
쉽,VA,형용사
어렵,VA,형용사
심하,VA,형용사
자,VA,형용사
매끄럽,VA,형용사
늦,VA,형용사
뜨겁,VA,형용사
흐리,VA,형용사
귀엽,VA,형용사
