word,polarity,okt_word,pos_len
결함을 풍자하였다,-1.0,"[('결함', 'Noun'), ('을', 'Josa'), ('풍자', 'Noun'), ('하였다', 'Verb')]",4
결함이 없이,2.0,"[('결함', 'Noun'), ('이', 'Josa'), ('없이', 'Adverb')]",3
결함이 있다,-1.0,"[('결함', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective')]",3
결함이나,-1.0,"[('결함', 'Noun'), ('이나', 'Josa')]",2
결함이나 잘못,-1.0,"[('결함', 'Noun'), ('이나', 'Josa'), ('잘못', 'Noun')]",3
결함이나 잘못에,-1.0,"[('결함', 'Noun'), ('이나', 'Josa'), ('잘못', 'Noun'), ('에', 'Josa')]",4
결핵,-1.0,"[('결핵', 'Noun')]",1
겸손하게,1.0,"[('겸손하게', 'Adjective')]",1
겸손하게 이르는,1.0,"[('겸손하게', 'Adjective'), ('이르는', 'Verb')]",2
겸손하고,1.0,"[('겸손하고', 'Adjective')]",1
겸손하고 예의,2.0,"[('겸손하고', 'Adjective'), ('예의', 'Noun')]",2
겸손하고 예의 바른,2.0,"[('겸손하고', 'Adjective'), ('예의', 'Noun'), ('바른', 'Verb')]",3
겸손하다,2.0,"[('겸손하다', 'Adjective')]",1
겸손한,2.0,"[('겸손한', 'Adjective')]",1
겸연쩍고,-1.0,"[('겸연쩍고', 'Adjective')]",1
겸연쩍다,-1.0,"[('겸연쩍다', 'Adjective')]",1
겹거나,-2.0,"[('겹', 'Noun'), ('거나', 'Noun')]",2
겹게,-2.0,"[('겹', 'Noun'), ('게', 'Josa')]",2
겹게 여기다,-2.0,"[('겹', 'Noun'), ('게', 'Josa'), ('여기', 'Noun'), ('다', 'Josa')]",4
경건하다,2.0,"[('경건하다', 'Adjective')]",1
경건한,1.0,"[('경건한', 'Adjective')]",1
경련,-1.0,"[('경련', 'Noun')]",1
경련을 일으키다,-2.0,"[('경련', 'Noun'), ('을', 'Josa'), ('일으키다', 'Verb')]",3
경련이,-1.0,"[('경련', 'Noun'), ('이', 'Josa')]",2
경련이 일어나,-2.0,"[('경련', 'Noun'), ('이', 'Josa'), ('일어나', 'Verb')]",3
경망스러우며,-1.0,"[('경망', 'Noun'), ('스러우며', 'Adjective')]",2
경망스러우며 추잡하다,-2.0,"[('경망', 'Noun'), ('스러우며', 'Adjective'), ('추잡하다', 'Adjective')]",3
경망스러운,-1.0,"[('경망', 'Noun'), ('스러운', 'Josa')]",2
경망스러운 여자를,-1.0,"[('경망', 'Noun'), ('스러운', 'Josa'), ('여자', 'Noun'), ('를', 'Josa')]",4
경망스럽게,-1.0,"[('경망', 'Noun'), ('스럽게', 'Josa')]",2
경망스럽게 까부는,-1.0,"[('경망', 'Noun'), ('스럽게', 'Josa'), ('까부는', 'Verb')]",3
경망스럽게 내어,-1.0,"[('경망', 'Noun'), ('스럽게', 'Josa'), ('내어', 'Verb')]",3
경망스럽게 내흔들거나,-2.0,"[('경망', 'Noun'), ('스럽게', 'Josa'), ('내', 'Noun'), ('흔들거나', 'Verb')]",4
경망스럽게 놀려,-1.0,"[('경망', 'Noun'), ('스럽게', 'Josa'), ('놀려', 'Verb')]",3
경망스럽게 덤비며,-1.0,"[('경망', 'Noun'), ('스럽게', 'Josa'), ('덤비며', 'Verb')]",3
경망스럽게 떠벌리는,-1.0,"[('경망', 'Noun'), ('스럽게', 'Josa'), ('떠벌리는', 'Verb')]",3
경망스럽게 이리저리,-1.0,"[('경망', 'Noun'), ('스럽게', 'Josa'), ('이리저리', 'Adverb')]",3
경망스럽게 추켰다,-1.0,"[('경망', 'Noun'), ('스럽게', 'Josa'), ('추', 'Noun'), ('켰다', 'Verb')]",4
경망스럽게 행동하는,-1.0,"[('경망', 'Noun'), ('스럽게', 'Josa'), ('행동', 'Noun'), ('하는', 'Verb')]",4
경망스럽게 행동하다,-1.0,"[('경망', 'Noun'), ('스럽게', 'Josa'), ('행동', 'Noun'), ('하다', 'Verb')]",4
경망스럽고,-1.0,"[('경망', 'Noun'), ('스럽고', 'Adjective')]",2
경망스럽고 가볍게,-1.0,"[('경망', 'Noun'), ('스럽고', 'Adjective'), ('가볍게', 'Adjective')]",3
경망스럽고 방정맞은,-1.0,"[('경망', 'Noun'), ('스럽고', 'Adjective'), ('방정', 'Noun'), ('맞은', 'Verb')]",4
경망스럽다,-2.0,"[('경망', 'Noun'), ('스럽다', 'Adjective')]",2
경망하게,-1.0,"[('경망', 'Noun'), ('하게', 'Verb')]",2
경망하게 행동하는,-1.0,"[('경망', 'Noun'), ('하게', 'Verb'), ('행동', 'Noun'), ('하는', 'Verb')]",4
경망하게 행동하다,-1.0,"[('경망', 'Noun'), ('하게', 'Verb'), ('행동', 'Noun'), ('하다', 'Verb')]",4
경망한,-1.0,"[('경망', 'Noun'), ('한', 'Josa')]",2
경망한 짓,-1.0,"[('경망', 'Noun'), ('한', 'Josa'), ('짓', 'Noun')]",3
경멸,-2.0,"[('경멸', 'Noun')]",1
경멸하다,-2.0,"[('경멸', 'Noun'), ('하다', 'Verb')]",2
경멸히,-2.0,"[('경멸', 'Noun'), ('히', 'Adverb')]",2
경멸히 여겨,-2.0,"[('경멸', 'Noun'), ('히', 'Adverb'), ('여겨', 'Verb')]",3
경박스럽게,-1.0,"[('경박', 'Noun'), ('스럽게', 'Josa')]",2
경박스럽게 함부로,-2.0,"[('경박', 'Noun'), ('스럽게', 'Josa'), ('함부로', 'Noun')]",3
경박하게,-1.0,"[('경박하게', 'Adjective')]",1
경박하다,-1.0,"[('경박하다', 'Adjective')]",1
경박한,-1.0,"[('경박한', 'Adjective')]",1
경박한 행동을,-1.0,"[('경박한', 'Adjective'), ('행동', 'Noun'), ('을', 'Josa')]",3
경사스러운,2.0,"[('경사', 'Noun'), ('스러운', 'Josa')]",2
경사스러운 일을,2.0,"[('경사', 'Noun'), ('스러운', 'Josa'), ('일', 'Noun'), ('을', 'Josa')]",4
경상,-2.0,"[('경상', 'Noun')]",1
경솔하게,-1.0,"[('경솔하게', 'Adjective')]",1
경솔하게 까부는,-1.0,"[('경솔하게', 'Adjective'), ('까부는', 'Verb')]",2
경솔하게 말하며,-1.0,"[('경솔하게', 'Adjective'), ('말', 'Noun'), ('하며', 'Verb')]",3
경솔하게 행동하는,-1.0,"[('경솔하게', 'Adjective'), ('행동', 'Noun'), ('하는', 'Verb')]",3
경솔하게 행동하다,-1.0,"[('경솔하게', 'Adjective'), ('행동', 'Noun'), ('하다', 'Verb')]",3
경솔하게 행동하여,-1.0,"[('경솔하게', 'Adjective'), ('행동', 'Noun'), ('하여', 'Verb')]",3
경솔하고,-1.0,"[('경솔하고', 'Adjective')]",1
경솔하고 방정맞게,-2.0,"[('경솔하고', 'Adjective'), ('방정', 'Noun'), ('맞게', 'Verb')]",3
경솔하다,-1.0,"[('경솔하다', 'Adjective')]",1
경솔한,-1.0,"[('경솔한', 'Adjective')]",1
경솔한 모양,-1.0,"[('경솔한', 'Adjective'), ('모양', 'Noun')]",2
경이로운,2.0,"[('경이', 'Noun'), ('로운', 'Josa')]",2
경이롭다,2.0,"[('경', 'Noun'), ('이롭다', 'Adjective')]",2
경치 좋은,2.0,"[('경치', 'Noun'), ('좋은', 'Adjective')]",2
경치가 뛰어나거나,2.0,"[('경치', 'Noun'), ('가', 'Josa'), ('뛰어나거나', 'Adjective')]",3
경치가 맑고,2.0,"[('경치', 'Noun'), ('가', 'Josa'), ('맑고', 'Adjective')]",3
경치가 아름다움을,2.0,"[('경치', 'Noun'), ('가', 'Josa'), ('아름다', 'Adjective'), ('움', 'Noun'), ('을', 'Josa')]",5
경치가 아름답다,2.0,"[('경치', 'Noun'), ('가', 'Josa'), ('아름답다', 'Adjective')]",3
경치가 좋거나,2.0,"[('경치', 'Noun'), ('가', 'Josa'), ('좋거나', 'Adjective')]",3
경치도 좋음,2.0,"[('경치', 'Noun'), ('도', 'Josa'), ('좋음', 'Adjective')]",3
경치를 즐기는,2.0,"[('경치', 'Noun'), ('를', 'Josa'), ('즐기는', 'Verb')]",3
경쾌하다,2.0,"[('경쾌하다', 'Adjective')]",1
경험이 많고,1.0,"[('경험', 'Noun'), ('이', 'Josa'), ('많고', 'Adjective')]",3
경험이 적거나,-1.0,"[('경험', 'Noun'), ('이', 'Josa'), ('적거나', 'Verb')]",3
경황이 없어,-1.0,"[('경황', 'Noun'), ('이', 'Josa'), ('없어', 'Adjective')]",3
계급을 올림,2.0,"[('계급', 'Noun'), ('을', 'Josa'), ('올림', 'Verb')]",3
계급이 오름,2.0,"[('계급', 'Noun'), ('이', 'Josa'), ('오름', 'Noun')]",3
계속 게워,-1.0,"[('계속', 'Noun'), ('게워', 'Verb')]",2
계속 공허하다,-1.0,"[('계속', 'Noun'), ('공허하다', 'Adjective')]",2
계속 공허한,-1.0,"[('계속', 'Noun'), ('공허한', 'Adjective')]",2
계속 까부는,-1.0,"[('계속', 'Noun'), ('까부는', 'Verb')]",2
계속 까불다,-1.0,"[('계속', 'Noun'), ('까불다', 'Verb')]",2
계속 놀리다,-1.0,"[('계속', 'Noun'), ('놀리다', 'Verb')]",2
계속 다투다,-1.0,"[('계속', 'Noun'), ('다투다', 'Verb')]",2
계속 떠들어,-1.0,"[('계속', 'Noun'), ('떠들어', 'Verb')]",2
계속 밉살스럽게,-1.0,"[('계속', 'Noun'), ('밉', 'Adjective'), ('살', 'Noun'), ('스럽게', 'Josa')]",4
계속 부정하다,-2.0,"[('계속', 'Noun'), ('부정', 'Noun'), ('하다', 'Verb')]",3
계속 불평을,-2.0,"[('계속', 'Noun'), ('불평', 'Noun'), ('을', 'Josa')]",3
계속 서운하다,-1.0,"[('계속', 'Noun'), ('서운하다', 'Adjective')]",2
계속 서운한,-1.0,"[('계속', 'Noun'), ('서운한', 'Adjective')]",2
계속 성을,-1.0,"[('계속', 'Noun'), ('성', 'Noun'), ('을', 'Josa')]",3
계속 아첨하는,-1.0,"[('계속', 'Noun'), ('아첨', 'Noun'), ('하는', 'Verb')]",3
계속 어지럽고,-1.0,"[('계속', 'Noun'), ('어지럽고', 'Adjective')]",2
계속 쩔쩔매거나,-1.0,"[('계속', 'Noun'), ('쩔쩔매거나', 'Verb')]",2
계속 토할,-1.0,"[('계속', 'Noun'), ('토', 'Noun'), ('할', 'Verb')]",3
계속 헤프게,-1.0,"[('계속', 'Noun'), ('헤프', 'Noun'), ('게', 'Josa')]",3
계속 흥겹게,2.0,"[('계속', 'Noun'), ('흥겹게', 'Adjective')]",2
고결 함,2.0,"[('고결', 'Noun'), ('함', 'Noun')]",2
고결한 풍채를,2.0,"[('고결한', 'Adjective'), ('풍채', 'Noun'), ('를', 'Josa')]",3
고귀한,2.0,"[('고귀한', 'Adjective')]",1
고귀한 사람,2.0,"[('고귀한', 'Adjective'), ('사람', 'Noun')]",2
고급,2.0,"[('고급', 'Noun')]",1
고급스럽다,2.0,"[('고급스럽다', 'Adjective')]",1
고급지다,2.0,"[('고급', 'Noun'), ('지다', 'Noun')]",2
고까워하는,-1.0,"[('고까', 'Adjective'), ('워', 'Noun'), ('하', 'Suffix'), ('는', 'Josa')]",4
고까워하는 데가,-1.0,"[('고까', 'Adjective'), ('워', 'Noun'), ('하', 'Suffix'), ('는', 'Josa'), ('데', 'Noun'), ('가', 'Josa')]",6
고까워하는 태도가,-1.0,"[('고까', 'Adjective'), ('워', 'Noun'), ('하', 'Suffix'), ('는', 'Josa'), ('태도', 'Noun'), ('가', 'Josa')]",6
고까워하는 태도를,-1.0,"[('고까', 'Adjective'), ('워', 'Noun'), ('하', 'Suffix'), ('는', 'Josa'), ('태도', 'Noun'), ('를', 'Josa')]",6
고난,-2.0,"[('고난', 'Noun')]",1
고단하다,-2.0,"[('고단', 'Noun'), ('하다', 'Verb')]",2
고단하여,-2.0,"[('고단', 'Noun'), ('하여', 'Verb')]",2
고달프다,-2.0,"[('고달프다', 'Adjective')]",1
고도화,-2.0,"[('고도화', 'Noun')]",1
고도화되다,-2.0,"[('고도화', 'Noun'), ('되다', 'Verb')]",2
고되다,-2.0,"[('고', 'Noun'), ('되다', 'Verb')]",2
고르고,2.0,"[('고르고', 'Verb')]",1
고르고 반듯하게,2.0,"[('고르고', 'Verb'), ('반듯하게', 'Adjective')]",2
고르고 야무지다,2.0,"[('고르고', 'Verb'), ('야무지다', 'Adjective')]",2
고르다,2.0,"[('고르다', 'Verb')]",1
고르지 못하거나,-1.0,"[('고르지', 'Verb'), ('못', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun')]",4
고르지 못한,-1.0,"[('고르지', 'Verb'), ('못', 'Noun'), ('한', 'Josa')]",3
고르지 아니하게,-1.0,"[('고르지', 'Verb'), ('아니하게', 'Adjective')]",2
고르지 아니하고,-1.0,"[('고르지', 'Verb'), ('아니하고', 'Adjective')]",2
고르지 않고,-1.0,"[('고르지', 'Verb'), ('않고', 'Verb')]",2
고름,-1.0,"[('고름', 'Noun')]",1
고름이 나오는,-1.0,"[('고름', 'Noun'), ('이', 'Josa'), ('나오는', 'Verb')]",3
고름이 생기는,-1.0,"[('고름', 'Noun'), ('이', 'Josa'), ('생기는', 'Verb')]",3
고름이 생기다,-1.0,"[('고름', 'Noun'), ('이', 'Josa'), ('생기', 'Noun'), ('다', 'Josa')]",4
고름집,-1.0,"[('고름집', 'Noun')]",1
고리게,-1.0,"[('고리', 'Noun'), ('게', 'Josa')]",2
고마운,2.0,"[('고마운', 'Adjective')]",1
고마운 마음,2.0,"[('고마운', 'Adjective'), ('마음', 'Noun')]",2
고마운 마음이,2.0,"[('고마운', 'Adjective'), ('마음', 'Noun'), ('이', 'Josa')]",3
고마움,2.0,"[('고마움', 'Noun')]",1
고마움을,2.0,"[('고마움', 'Noun'), ('을', 'Josa')]",2
고마움을 깊이,2.0,"[('고마움', 'Noun'), ('을', 'Josa'), ('깊이', 'Noun')]",3
고마움을 나타내거나,2.0,"[('고마움', 'Noun'), ('을', 'Josa'), ('나타내거나', 'Verb')]",3
고마움을 나타내는,2.0,"[('고마움', 'Noun'), ('을', 'Josa'), ('나타내는', 'Verb')]",3
고마워하다,2.0,"[('고마워하다', 'Adjective')]",1
고맙게,2.0,"[('고맙게', 'Adjective')]",1
고맙게 베풀어,2.0,"[('고맙게', 'Adjective'), ('베풀어', 'Verb')]",2
고맙게 여기는,2.0,"[('고맙게', 'Adjective'), ('여기는', 'Verb')]",2
고맙게 여기다,2.0,"[('고맙게', 'Adjective'), ('여기', 'Noun'), ('다', 'Josa')]",3
고맙게 여김,2.0,"[('고맙게', 'Adjective'), ('여김', 'Verb')]",2
고맙다,2.0,"[('고맙다', 'Adjective')]",1
고백,2.0,"[('고백', 'Noun')]",1
고부라지거나,0.0,"[('고부', 'Noun'), ('라지', 'Josa'), ('거나', 'Noun')]",3
고부라지거나 비틀어지며,0.0,"[('고부', 'Noun'), ('라지', 'Josa'), ('거나', 'Noun'), ('비틀어지며', 'Verb')]",4
고분고분하게,2.0,"[('고분고분하게', 'Adjective')]",1
고분고분하고,2.0,"[('고분고분하고', 'Adjective')]",1
고분고분하고 온순하게,2.0,"[('고분고분하고', 'Adjective'), ('온순하게', 'Adjective')]",2
고분고분하고 온순하다,2.0,"[('고분고분하고', 'Adjective'), ('온순하다', 'Adjective')]",2
고분고분하다,2.0,"[('고분고분하다', 'Adjective')]",1
고분고분하지 못하고,-1.0,"[('고분고분하지', 'Adjective'), ('못', 'Noun'), ('하고', 'Josa')]",3
고비를,-1.0,"[('고비', 'Noun'), ('를', 'Josa')]",2
고상하고,1.0,"[('고상하고', 'Adjective')]",1
고상하다,2.0,"[('고상하다', 'Adjective')]",1
고상한,2.0,"[('고상한', 'Adjective')]",1
고상한 기질과,2.0,"[('고상한', 'Adjective'), ('기질', 'Noun'), ('과', 'Josa')]",3
고상한 남자,1.0,"[('고상한', 'Adjective'), ('남자', 'Noun')]",2
고상한 이야기,1.0,"[('고상한', 'Adjective'), ('이야기', 'Noun')]",2
고상한 인품을,2.0,"[('고상한', 'Adjective'), ('인품', 'Noun'), ('을', 'Josa')]",3
고상한 풍채,2.0,"[('고상한', 'Adjective'), ('풍채', 'Noun')]",2
고생스러운,-2.0,"[('고생', 'Noun'), ('스러운', 'Josa')]",2
고생을,-1.0,"[('고생', 'Noun'), ('을', 'Josa')]",2
고생을 격다,-1.0,"[('고생', 'Noun'), ('을', 'Josa'), ('격다', 'Noun')]",3
고생을 하다,-1.0,"[('고생', 'Noun'), ('을', 'Josa'), ('하다', 'Verb')]",3
고생이나,-1.0,"[('고생', 'Noun'), ('이나', 'Josa')]",2
고생하거나,-1.0,"[('고생', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun')]",3
고생하거나 두려워하여,-2.0,"[('고생', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun'), ('두려워하여', 'Adjective')]",4
고생하다,-1.0,"[('고생', 'Noun'), ('하다', 'Verb')]",2
고성능,2.0,"[('고성능', 'Noun')]",1
고소 공포증,-1.0,"[('고소', 'Noun'), ('공포증', 'Noun')]",2
고약하게,-2.0,"[('고약하게', 'Adjective')]",1
고약하다,-2.0,"[('고약하다', 'Adjective')]",1
고약함,-2.0,"[('고약함', 'Adjective')]",1
고약해서,-2.0,"[('고약해서', 'Adjective')]",1
고열,-1.0,"[('고열', 'Noun')]",1
고열 따위로,-1.0,"[('고열', 'Noun'), ('따위', 'Noun'), ('로', 'Josa')]",3
고요하게,1.0,"[('고요하게', 'Adjective')]",1
고요하게 함,1.0,"[('고요하게', 'Adjective'), ('함', 'Noun')]",2
고요하고,1.0,"[('고요하고', 'Adjective')]",1
고요하고 아름다운,2.0,"[('고요하고', 'Adjective'), ('아름다운', 'Adjective')]",2
고요함,1.0,"[('고요함', 'Noun')]",1
고요해짐,1.0,"[('고요해', 'Adjective'), ('짐', 'Noun')]",2
고운,2.0,"[('고운', 'Adjective')]",1
고운 빛깔,2.0,"[('고운', 'Adjective'), ('빛깔', 'Noun')]",2
고움,2.0,"[('고', 'Modifier'), ('움', 'Noun')]",2
고자질함,-1.0,"[('고자질', 'Noun'), ('함', 'Noun')]",2
고작,-1.0,"[('고작', 'Noun')]",1
고장나다,-1.0,"[('고장', 'Noun'), ('나다', 'Verb')]",2
고지혈증,-1.0,"[('고지혈증', 'Noun')]",1
고질병,-1.0,"[('고', 'Modifier'), ('질병', 'Noun')]",2
고집,-1.0,"[('고집', 'Noun')]",1
고집스레,-1.0,"[('고집', 'Noun'), ('스레', 'Noun')]",2
고집스레 싫다고,-1.0,"[('고집', 'Noun'), ('스레', 'Noun'), ('싫다고', 'Adjective')]",3
고집을,-1.0,"[('고집', 'Noun'), ('을', 'Josa')]",2
고집을 부리거나,-1.0,"[('고집', 'Noun'), ('을', 'Josa'), ('부리거나', 'Verb')]",3
고집을 부리는,-1.0,"[('고집', 'Noun'), ('을', 'Josa'), ('부리는', 'Verb')]",3
고집을 부림,-1.0,"[('고집', 'Noun'), ('을', 'Josa'), ('부림', 'Noun')]",3
고집이,-1.0,"[('고집', 'Noun'), ('이', 'Josa')]",2
고집이 세어,-1.0,"[('고집', 'Noun'), ('이', 'Josa'), ('세어', 'Verb')]",3
고집이 센,-1.0,"[('고집', 'Noun'), ('이', 'Josa'), ('센', 'Verb')]",3
고집이 있는,-1.0,"[('고집', 'Noun'), ('이', 'Josa'), ('있는', 'Adjective')]",3
고쳐,1.0,"[('고쳐', 'Verb')]",1
고쳐 세우다,1.0,"[('고쳐', 'Verb'), ('세우다', 'Verb')]",2
고쳐 지음,1.0,"[('고쳐', 'Verb'), ('지음', 'Noun')]",2
고쳐 짓다,1.0,"[('고쳐', 'Verb'), ('짓다', 'Verb')]",2
고충,-2.0,"[('고충', 'Noun')]",1
고치기 어려운,-1.0,"[('고', 'Modifier'), ('치기', 'Noun'), ('어려운', 'Adjective')]",3
고치긱 어려운,-1.0,"[('고치', 'Noun'), ('긱', 'Noun'), ('어려운', 'Adjective')]",3
고치다,1.0,"[('고치', 'Noun'), ('다', 'Josa')]",2
고치어 바로잡다,2.0,"[('고치어', 'Verb'), ('바로잡다', 'Verb')]",2
고타분히,-1.0,"[('고타분히', 'Adjective')]",1
고통,-2.0,"[('고통', 'Noun')]",1
고통스러운,-2.0,"[('고통스러운', 'Adjective')]",1
고통스러운 상태,-2.0,"[('고통스러운', 'Adjective'), ('상태', 'Noun')]",2
고통스러운 일이나,-2.0,"[('고통스러운', 'Adjective'), ('일이', 'Noun'), ('나', 'Josa')]",3
고통스럽거나,-2.0,"[('고통스럽거나', 'Adjective')]",1
고통스럽게,-2.0,"[('고통', 'Noun'), ('스럽게', 'Josa')]",2
고통스럽게 일함,-2.0,"[('고통', 'Noun'), ('스럽게', 'Josa'), ('일', 'Modifier'), ('함', 'Noun')]",4
고통스럽다,-2.0,"[('고통스럽다', 'Adjective')]",1
고통을,-2.0,"[('고통', 'Noun'), ('을', 'Josa')]",2
고통을 당하여,-2.0,"[('고통', 'Noun'), ('을', 'Josa'), ('당하여', 'Adjective')]",3
고통을 이른다,-2.0,"[('고통', 'Noun'), ('을', 'Josa'), ('이른다', 'Verb')]",3
고통을 주다,-2.0,"[('고통', 'Noun'), ('을', 'Josa'), ('주다', 'Verb')]",3
고통을 주며,-2.0,"[('고통', 'Noun'), ('을', 'Josa'), ('주며', 'Verb')]",3
고통이,-2.0,"[('고통', 'Noun'), ('이', 'Josa')]",2
고통이 지속되는,-2.0,"[('고통', 'Noun'), ('이', 'Josa'), ('지속', 'Noun'), ('되는', 'Verb')]",4
고통이나,-2.0,"[('고통', 'Noun'), ('이나', 'Josa')]",2
고통이나 곤란에,-2.0,"[('고통', 'Noun'), ('이나', 'Josa'), ('곤란', 'Noun'), ('에', 'Josa')]",4
고통이나 시달림으로,-2.0,"[('고통', 'Noun'), ('이나', 'Josa'), ('시달림으로', 'Verb')]",3
고통이나 어려운,-2.0,"[('고통', 'Noun'), ('이나', 'Josa'), ('어려운', 'Adjective')]",3
고통이라는,-2.0,"[('고통', 'Noun'), ('이라는', 'Josa')]",2
고통이라는 뜻으로,-2.0,"[('고통', 'Noun'), ('이라는', 'Josa'), ('뜻', 'Noun'), ('으로', 'Josa')]",4
고품질,2.0,"[('고', 'Modifier'), ('품질', 'Noun')]",2
고한,-2.0,"[('고', 'Noun'), ('한', 'Josa')]",2
고함,-1.0,"[('고함', 'Noun')]",1
고함을 지르면서,-1.0,"[('고함', 'Noun'), ('을', 'Josa'), ('지르면서', 'Verb')]",3
고혈압,-1.0,"[('고혈압', 'Noun')]",1
곤궁하고,-2.0,"[('곤궁', 'Noun'), ('하고', 'Josa')]",2
곤궁하다,-2.0,"[('곤궁', 'Noun'), ('하다', 'Verb')]",2
곤궁하여,-1.0,"[('곤궁', 'Noun'), ('하여', 'Verb')]",2
곤궁함,-1.0,"[('곤궁', 'Noun'), ('함', 'Noun')]",2
곤란에,-1.0,"[('곤란', 'Noun'), ('에', 'Josa')]",2
곤란에 대하여,-1.0,"[('곤란', 'Noun'), ('에', 'Josa'), ('대하', 'Noun'), ('여', 'Josa')]",4
곤란이나,-1.0,"[('곤란', 'Noun'), ('이나', 'Josa')]",2
곤란이나 시련이,-1.0,"[('곤란', 'Noun'), ('이나', 'Josa'), ('시련', 'Noun'), ('이', 'Josa')]",4
곤란하게,-1.0,"[('곤란하게', 'Adjective')]",1
곤란하게 되다,-1.0,"[('곤란하게', 'Adjective'), ('되다', 'Verb')]",2
곤란하다,-1.0,"[('곤란하다', 'Adjective')]",1
곤란하여 지는,-1.0,"[('곤란하여', 'Adjective'), ('지는', 'Verb')]",2
곤란한,-1.0,"[('곤란한', 'Adjective')]",1
곤란한 병,-1.0,"[('곤란한', 'Adjective'), ('병', 'Noun')]",2
곤란한 사정을,-1.0,"[('곤란한', 'Adjective'), ('사정', 'Noun'), ('을', 'Josa')]",3
곤란한 상태를,-1.0,"[('곤란한', 'Adjective'), ('상태', 'Noun'), ('를', 'Josa')]",3
곤장으로 치던,-1.0,"[('곤장', 'Noun'), ('으로', 'Josa'), ('치던', 'Verb')]",3
곤혹스러운,-2.0,"[('곤혹', 'Noun'), ('스러운', 'Josa')]",2
곤혹스럽다,-2.0,"[('곤혹', 'Noun'), ('스럽다', 'Adjective')]",2
곧게,1.0,"[('곧게', 'Adjective')]",1
곧게 되다,1.0,"[('곧게', 'Adjective'), ('되다', 'Verb')]",2
곧고,1.0,"[('곧고', 'Adjective')]",1
곧고 올바름,1.0,"[('곧고', 'Adjective'), ('올바름', 'Adjective')]",2
곧다,1.0,"[('곧다', 'Adjective')]",1
곧바르지 아니하고,-1.0,"[('곧', 'Noun'), ('바르지', 'Verb'), ('아니하고', 'Adjective')]",3
곧잘 흥분하는,-1.0,"[('곧잘', 'Noun'), ('흥분하는', 'Adjective')]",2
곧장 나아가다,1.0,"[('곧장', 'Noun'), ('나아가다', 'Verb')]",2
곧지 못하고,-1.0,"[('곧지', 'Adjective'), ('못', 'Noun'), ('하고', 'Josa')]",3
골골 앓아서,-2.0,"[('골골', 'Adverb'), ('앓아서', 'Verb')]",2
골나다,-2.0,"[('골나다', 'Verb')]",1
골똘하게,0.0,"[('골똘하', 'Noun'), ('게', 'Josa')]",2
골리는,-2.0,"[('골리', 'Noun'), ('는', 'Josa')]",2
골리는 짓,-2.0,"[('골리', 'Noun'), ('는', 'Josa'), ('짓', 'Noun')]",3
골이 나게,-2.0,"[('골', 'Noun'), ('이', 'Josa'), ('나게', 'Verb')]",3
곪느라고,-1.0,"[('곪느', 'Noun'), ('라고', 'Josa')]",2
곪느라고 쑤시다,-1.0,"[('곪느', 'Noun'), ('라고', 'Josa'), ('쑤시다', 'Verb')]",3
곯려 주다,-1.0,"[('곯려', 'Verb'), ('주다', 'Verb')]",2
곯리거나,-1.0,"[('곯리', 'Verb'), ('거나', 'Noun')]",2
곯아서,-1.0,"[('곯아서', 'Verb')]",1
곯아서 물크러질,-1.0,"[('곯아서', 'Verb'), ('물', 'Noun'), ('크러', 'Verb'), ('질', 'Noun')]",4
곯은,-1.0,"[('곯은', 'Verb')]",1
곯은 듯하다,-1.0,"[('곯은', 'Verb'), ('듯', 'Noun'), ('하다', 'Verb')]",3
곰살갑지 못하며,-1.0,"[('곰살', 'Noun'), ('갑지', 'Noun'), ('못', 'VerbPrefix'), ('하며', 'Verb')]",4
곰살궂지 못하고,-1.0,"[('곰살궂', 'Noun'), ('지', 'Josa'), ('못', 'Noun'), ('하고', 'Josa')]",4
곰팡내,-1.0,"[('곰', 'Noun'), ('팡', 'Adverb'), ('내', 'Determiner')]",3
곰팡이,-2.0,"[('곰팡이', 'Noun')]",1
곱거나,2.0,"[('곱거나', 'Adjective')]",1
곱게,2.0,"[('곱', 'Noun'), ('게', 'Josa')]",2
곱게 꾸며,2.0,"[('곱', 'Noun'), ('게', 'Josa'), ('꾸며', 'Verb')]",3
곱게 피어나는,2.0,"[('곱', 'Noun'), ('게', 'Josa'), ('피어나는', 'Verb')]",3
곱게 피어나다,2.0,"[('곱', 'Noun'), ('게', 'Josa'), ('피어나다', 'Verb')]",3
곱고,2.0,"[('곱', 'Noun'), ('고', 'Josa')]",2
곱고 바르며,2.0,"[('곱', 'Noun'), ('고', 'Josa'), ('바르며', 'Verb')]",3
곱고 보드라운,2.0,"[('곱', 'Noun'), ('고', 'Josa'), ('보드라운', 'Adjective')]",3
곱고 보드랍다,2.0,"[('곱', 'Noun'), ('고', 'Josa'), ('보드랍다', 'Adjective')]",3
곱고 아름답다,2.0,"[('곱', 'Noun'), ('고', 'Josa'), ('아름답다', 'Adjective')]",3
곱다,2.0,"[('곱다', 'Adjective')]",1
곱살스러우면서도,2.0,"[('곱살', 'Noun'), ('스러우면서도', 'Adjective')]",2
곱살스러우면서도 트인,2.0,"[('곱살', 'Noun'), ('스러우면서도', 'Adjective'), ('트인', 'Verb')]",3
