word,polarity,okt_word,pos_len
함부로,-1.0,"[('함부로', 'Noun')]",1
함부로 간섭하거나,-2.0,"[('함부로', 'Noun'), ('간섭', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun')]",4
함부로 거만하게,-2.0,"[('함부로', 'Noun'), ('거만하게', 'Adjective')]",2
함부로 고기는,-2.0,"[('함부로', 'Noun'), ('고기', 'Noun'), ('는', 'Josa')]",3
함부로 고기다,-2.0,"[('함부로', 'Noun'), ('고기', 'Noun'), ('다', 'Josa')]",3
함부로 구는,-2.0,"[('함부로', 'Noun'), ('구', 'Noun'), ('는', 'Josa')]",3
함부로 굴다,-2.0,"[('함부로', 'Noun'), ('굴다', 'Noun')]",2
함부로 까불거나,-1.0,"[('함부로', 'Noun'), ('까불거나', 'Verb')]",2
함부로 꼬집거나,-2.0,"[('함부로', 'Noun'), ('꼬집거나', 'Verb')]",2
함부로 날뛰다,-1.0,"[('함부로', 'Noun'), ('날뛰다', 'Verb')]",2
함부로 날뜀,-2.0,"[('함부로', 'Noun'), ('날뜀', 'Verb')]",2
함부로 낳다,-2.0,"[('함부로', 'Noun'), ('낳다', 'Verb')]",2
함부로 놀리는,-2.0,"[('함부로', 'Noun'), ('놀리는', 'Verb')]",2
함부로 놀리다,-2.0,"[('함부로', 'Noun'), ('놀리다', 'Verb')]",2
함부로 대답함,-2.0,"[('함부로', 'Noun'), ('대답', 'Noun'), ('함', 'Noun')]",3
함부로 덤비거나,-2.0,"[('함부로', 'Noun'), ('덤비거나', 'Verb')]",2
함부로 들부수어,-2.0,"[('함부로', 'Noun'), ('들', 'Verb'), ('부수', 'Noun'), ('어', 'Suffix')]",4
함부로 들추거나,-2.0,"[('함부로', 'Noun'), ('들추거나', 'Verb')]",2
함부로 들추어,-2.0,"[('함부로', 'Noun'), ('들추어', 'Verb')]",2
함부로 때리는,-1.0,"[('함부로', 'Noun'), ('때리는', 'Verb')]",2
함부로 마구,-1.0,"[('함부로', 'Noun'), ('마구', 'Noun')]",2
함부로 말을 하다,-2.0,"[('함부로', 'Noun'), ('말', 'Noun'), ('을', 'Josa'), ('하다', 'Verb')]",4
함부로 말하는,-2.0,"[('함부로', 'Noun'), ('말', 'Noun'), ('하는', 'Verb')]",3
함부로 발길질을,-1.0,"[('함부로', 'Noun'), ('발길질', 'Noun'), ('을', 'Josa')]",3
함부로 버려지다,-2.0,"[('함부로', 'Noun'), ('버려지다', 'Verb')]",2
함부로 빼앗아,-2.0,"[('함부로', 'Noun'), ('빼앗아', 'Verb')]",2
함부로 사격함,-2.0,"[('함부로', 'Noun'), ('사격', 'Noun'), ('함', 'Noun')]",3
함부로 손대거나,-2.0,"[('함부로', 'Noun'), ('손대거나', 'Verb')]",2
함부로 스다,-2.0,"[('함부로', 'Noun'), ('스', 'Noun'), ('다', 'Josa')]",3
함부로 써서,-2.0,"[('함부로', 'Noun'), ('써서', 'Verb')]",2
함부로 쓰거나,-1.0,"[('함부로', 'Noun'), ('쓰거나', 'Verb')]",2
함부로 쓰는,-2.0,"[('함부로', 'Noun'), ('쓰는', 'Verb')]",2
함부로 쓰다,-2.0,"[('함부로', 'Noun'), ('쓰다', 'Verb')]",2
함부로 씀,-2.0,"[('함부로', 'Noun'), ('씀', 'Verb')]",2
함부로 우악스럽게,-2.0,"[('함부로', 'Noun'), ('우악스럽게', 'Adjective')]",2
함부로 자꾸,-2.0,"[('함부로', 'Noun'), ('자꾸', 'Noun')]",2
함부로 잡아다거,-1.0,"[('함부로', 'Noun'), ('잡아다거', 'Verb')]",2
함부로 젓거나,-2.0,"[('함부로', 'Noun'), ('젓거나', 'Verb')]",2
함부로 죽임,-2.0,"[('함부로', 'Noun'), ('죽임', 'Verb')]",2
함부로 지껄이다,-2.0,"[('함부로', 'Noun'), ('지껄이다', 'Verb')]",2
함부로 참혹하게,-2.0,"[('함부로', 'Noun'), ('참혹하게', 'Adjective')]",2
함부로 캐는,-2.0,"[('함부로', 'Noun'), ('캐는', 'Verb')]",2
함부로 캐다,-2.0,"[('함부로', 'Noun'), ('캐다', 'Verb')]",2
함부로 파내다,-2.0,"[('함부로', 'Noun'), ('파내다', 'Verb')]",2
함부로 풀다,-1.0,"[('함부로', 'Noun'), ('풀다', 'Noun')]",2
함부로 하는,-2.0,"[('함부로', 'Noun'), ('하는', 'Verb')]",2
함부로 하다,-2.0,"[('함부로', 'Noun'), ('하다', 'Verb')]",2
함부로 행동하는,-2.0,"[('함부로', 'Noun'), ('행동', 'Noun'), ('하는', 'Verb')]",3
함부로 행동하다,-2.0,"[('함부로', 'Noun'), ('행동', 'Noun'), ('하다', 'Verb')]",3
함부로 행동하여,-2.0,"[('함부로', 'Noun'), ('행동', 'Noun'), ('하여', 'Verb')]",3
함정,-1.0,"[('함정', 'Noun')]",1
함정에,-2.0,"[('함정', 'Noun'), ('에', 'Josa')]",2
함정에 빠지게,-2.0,"[('함정', 'Noun'), ('에', 'Josa'), ('빠지게', 'Verb')]",3
합격하다,1.0,"[('합격', 'Noun'), ('하다', 'Verb')]",2
합당치 못한,-2.0,"[('합당', 'Noun'), ('치', 'Noun'), ('못', 'Noun'), ('한', 'Josa')]",4
합리적,1.0,"[('합리', 'Noun'), ('적', 'Suffix')]",2
합리적으로,1.0,"[('합리', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa')]",3
합리적이다,1.0,"[('합리', 'Noun'), ('적', 'Suffix'), ('이다', 'Josa')]",3
합리적인,1.0,"[('합리', 'Noun'), ('적', 'Suffix'), ('인', 'Josa')]",3
합리적인 경향의,1.0,"[('합리', 'Noun'), ('적', 'Suffix'), ('인', 'Josa'), ('경향', 'Noun'), ('의', 'Josa')]",5
항거를,-1.0,"[('항거', 'Noun'), ('를', 'Josa')]",2
항거를 함,-1.0,"[('항거', 'Noun'), ('를', 'Josa'), ('함', 'Noun')]",3
항문이 간지럽고,-1.0,"[('항문', 'Noun'), ('이', 'Josa'), ('간지럽고', 'Adjective')]",3
항의하여,-1.0,"[('항의', 'Noun'), ('하여', 'Verb')]",2
항의하여 나서다,-1.0,"[('항의', 'Noun'), ('하여', 'Verb'), ('나서다', 'Verb')]",3
해,-2.0,"[('해', 'Noun')]",1
해가,-2.0,"[('해', 'Noun'), ('가', 'Josa')]",2
해가 되는,-2.0,"[('해', 'Noun'), ('가', 'Josa'), ('되는', 'Verb')]",3
해가 될까,-2.0,"[('해', 'Noun'), ('가', 'Josa'), ('될까', 'Verb')]",3
해결되다,1.0,"[('해결', 'Noun'), ('되다', 'Verb')]",2
해결되어,1.0,"[('해결', 'Noun'), ('되어', 'Verb')]",2
해결되어 마음이,1.0,"[('해결', 'Noun'), ('되어', 'Verb'), ('마음', 'Noun'), ('이', 'Josa')]",4
해결하거나,1.0,"[('해결', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun')]",3
해결하거나 처리하다,1.0,"[('해결', 'Noun'), ('하', 'Suffix'), ('거나', 'Noun'), ('처리', 'Noun'), ('하다', 'Verb')]",5
해결해,1.0,"[('해결', 'Noun'), ('해', 'Verb')]",2
해결해 주다,1.0,"[('해결', 'Noun'), ('해', 'Verb'), ('주다', 'Verb')]",3
해고하다,-1.0,"[('해고', 'Noun'), ('하다', 'Verb')]",2
해내다,1.0,"[('해내다', 'Verb')]",1
해낼,1.0,"[('해낼', 'Verb')]",1
해낼 수,1.0,"[('해낼', 'Verb'), ('수', 'Noun')]",2
해로운,-2.0,"[('해로운', 'Adjective')]",1
해로운 일이,-2.0,"[('해로운', 'Adjective'), ('일이', 'Modifier')]",2
해로운 현상,-2.0,"[('해로운', 'Adjective'), ('현상', 'Noun')]",2
해로움이나,-2.0,"[('해로움', 'Noun'), ('이나', 'Josa')]",2
해로움이나 손실이,-2.0,"[('해로움', 'Noun'), ('이나', 'Josa'), ('손실', 'Noun'), ('이', 'Josa')]",4
해롭다,-2.0,"[('해롭다', 'Adjective')]",1
해롱대다,-1.0,"[('해롱', 'Adverb'), ('대다', 'Verb')]",2
해를 끼치는,-2.0,"[('해', 'Noun'), ('를', 'Josa'), ('끼치는', 'Verb')]",3
해를 끼치다,-2.0,"[('해', 'Noun'), ('를', 'Josa'), ('끼치다', 'Verb')]",3
해를 끼침,-2.0,"[('해', 'Noun'), ('를', 'Josa'), ('끼침', 'Verb')]",3
해를 받다,-2.0,"[('해', 'Noun'), ('를', 'Josa'), ('받다', 'Verb')]",3
해를 입다,-2.0,"[('해', 'Noun'), ('를', 'Josa'), ('입다', 'Noun')]",3
해를 입음,-2.0,"[('해', 'Noun'), ('를', 'Josa'), ('입음', 'Adjective')]",3
해어져서,-1.0,"[('해어져서', 'Verb')]",1
해어지게,-1.0,"[('해어지게', 'Verb')]",1
해어지게 하여,-1.0,"[('해어지게', 'Verb'), ('하여', 'Verb')]",2
해지거나,-1.0,"[('해지', 'Noun'), ('거나', 'Noun')]",2
해지거나 찢어져,-1.0,"[('해지', 'Noun'), ('거나', 'Noun'), ('찢어져', 'Verb')]",3
해지거나 찢어지다,-1.0,"[('해지', 'Noun'), ('거나', 'Noun'), ('찢어지다', 'Verb')]",3
해지고,-1.0,"[('해지', 'Noun'), ('고', 'Josa')]",2
해지고 찢어진,-1.0,"[('해지', 'Noun'), ('고', 'Josa'), ('찢어진', 'Verb')]",3
해지어,-1.0,"[('해지', 'Noun'), ('어', 'Suffix')]",2
해쳐서,-2.0,"[('해쳐서', 'Verb')]",1
해쳐서 말하다,-2.0,"[('해쳐서', 'Verb'), ('말', 'Noun'), ('하다', 'Verb')]",3
해치거나,-2.0,"[('해치거나', 'Verb')]",1
해치거나 죽이는,-2.0,"[('해치거나', 'Verb'), ('죽이는', 'Verb')]",2
해치다,-2.0,"[('해치', 'Noun'), ('다', 'Josa')]",2
해치려고,-2.0,"[('해치려고', 'Verb')]",1
해치려다가,-2.0,"[('해치려다가', 'Verb')]",1
해칠,-2.0,"[('해칠', 'Verb')]",1
해침,-2.0,"[('해침', 'Noun')]",1
해학,1.0,"[('해학', 'Noun')]",1
해학 소설,1.0,"[('해학', 'Noun'), ('소설', 'Noun')]",2
해학적인,1.0,"[('해학', 'Noun'), ('적', 'Suffix'), ('인', 'Josa')]",3
해학적인 내용으로,1.0,"[('해학', 'Noun'), ('적', 'Suffix'), ('인', 'Josa'), ('내용', 'Noun'), ('으로', 'Josa')]",5
햇볕이 따뜻하고,1.0,"[('햇볕', 'Noun'), ('이', 'Josa'), ('따뜻하고', 'Adjective')]",3
햇볕이 잘,1.0,"[('햇볕', 'Noun'), ('이', 'Josa'), ('잘', 'Verb')]",3
햇빛이 밝다,1.0,"[('햇빛', 'Noun'), ('이', 'Josa'), ('밝다', 'Verb')]",3
행동으로 위협하다,-2.0,"[('행동', 'Noun'), ('으로', 'Josa'), ('위협', 'Noun'), ('하다', 'Verb')]",4
행동을 꾸며,-1.0,"[('행동', 'Noun'), ('을', 'Josa'), ('꾸며', 'Verb')]",3
행동을 밉살스럽게,-2.0,"[('행동', 'Noun'), ('을', 'Josa'), ('밉', 'Adjective'), ('살', 'Noun'), ('스럽게', 'Josa')]",5
행동을 비웃거나,-1.0,"[('행동', 'Noun'), ('을', 'Josa'), ('비웃거나', 'Verb')]",3
행동을 비웃는,-1.0,"[('행동', 'Noun'), ('을', 'Josa'), ('비웃는', 'Verb')]",3
행동을 시원스럽게,2.0,"[('행동', 'Noun'), ('을', 'Josa'), ('시원', 'Noun'), ('스럽게', 'Josa')]",4
행동을 터무니없거나,-1.0,"[('행동', 'Noun'), ('을', 'Josa'), ('터', 'Noun'), ('무니', 'Noun'), ('없거나', 'Adjective')]",5
행동의 아름다움,2.0,"[('행동', 'Noun'), ('의', 'Josa'), ('아름다', 'Adjective'), ('움', 'Noun')]",4
행동이 가량맞고,-1.0,"[('행동', 'Noun'), ('이', 'Josa'), ('가량', 'Noun'), ('맞고', 'Verb')]",4
행동이 건방져,-2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('건방져', 'Adjective')]",3
행동이 겸손하고,1.0,"[('행동', 'Noun'), ('이', 'Josa'), ('겸손하고', 'Adjective')]",3
행동이 까불까불하고,-1.0,"[('행동', 'Noun'), ('이', 'Josa'), ('까불까불', 'Adverb'), ('하고', 'Verb')]",4
행동이 껄렁껄렁한,-1.0,"[('행동', 'Noun'), ('이', 'Josa'), ('껄렁껄렁한', 'Adjective')]",3
행동이 느리고,-1.0,"[('행동', 'Noun'), ('이', 'Josa'), ('느리고', 'Adjective')]",3
행동이 못된,-2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('못', 'VerbPrefix'), ('된', 'Verb')]",4
행동이 반듯하고,2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('반듯하고', 'Adjective')]",3
행동이 발라서,2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('발라', 'Noun'), ('서', 'Josa')]",4
행동이 번듯하고,2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('번듯하고', 'Adjective')]",3
행동이 상스럽고,-2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('상', 'Noun'), ('스럽고', 'Adjective')]",4
행동이 시원스럽다,2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('시원스럽다', 'Adjective')]",3
행동이 실없거나,-2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('실없거나', 'Adjective')]",3
행동이 실없고,-2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('실없고', 'Adjective')]",3
행동이 씩씩하고,2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('씩씩하고', 'Adjective')]",3
행동이 억척스럽고,-2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('억척스럽고', 'Adjective')]",3
행동이 우악스러운,-2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('우악스러운', 'Adjective')]",3
행동이 우악스럽다,-2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('우악스럽다', 'Adjective')]",3
행동이 점잖은,2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('점잖은', 'Adjective')]",3
행동이 주제넘고,-2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('주제넘고', 'Adjective')]",3
행동이 활달하고,2.0,"[('행동', 'Noun'), ('이', 'Josa'), ('활달', 'Noun'), ('하고', 'Josa')]",4
행동하기가,0.0,"[('행동', 'Noun'), ('하기가', 'Verb')]",2
행동하기가 조심스럽고,0.0,"[('행동', 'Noun'), ('하기가', 'Verb'), ('조심스럽고', 'Adjective')]",3
행동하는,0.0,"[('행동', 'Noun'), ('하는', 'Verb')]",2
행동하지 못하고,-2.0,"[('행동', 'Noun'), ('하지', 'Verb'), ('못', 'Noun'), ('하고', 'Josa')]",4
행동하지 못하도록,-2.0,"[('행동', 'Noun'), ('하지', 'Verb'), ('못', 'VerbPrefix'), ('하도록', 'Verb')]",4
행방불명,-1.0,"[('행방불명', 'Noun')]",1
행복,2.0,"[('행복', 'Noun')]",1
행복감,2.0,"[('행복감', 'Noun')]",1
행복스럽다,2.0,"[('행복스럽다', 'Adjective')]",1
행복을,2.0,"[('행복', 'Noun'), ('을', 'Josa')]",2
행복을 함께,2.0,"[('행복', 'Noun'), ('을', 'Josa'), ('함께', 'Adverb')]",3
행복하다,2.0,"[('행복하다', 'Adjective')]",1
행복하지 아니한,-2.0,"[('행복하지', 'Adjective'), ('아니한', 'Adjective')]",2
행복한,2.0,"[('행복한', 'Adjective')]",1
행복한 생활을,2.0,"[('행복한', 'Adjective'), ('생활', 'Noun'), ('을', 'Josa')]",3
행복한 처지나,2.0,"[('행복한', 'Adjective'), ('처지', 'Noun'), ('나', 'Josa')]",3
행불,-1.0,"[('행불', 'Noun')]",1
행사가 침해당거나,-1.0,"[('행사', 'Noun'), ('가', 'Josa'), ('침해', 'Noun'), ('당', 'Modifier'), ('거나', 'Noun')]",5
행실이 곧고,1.0,"[('행실', 'Noun'), ('이', 'Josa'), ('곧고', 'Adjective')]",3
행실이 깨끗하게,2.0,"[('행실', 'Noun'), ('이', 'Josa'), ('깨끗하게', 'Adjective')]",3
행실이 나쁘거나,-2.0,"[('행실', 'Noun'), ('이', 'Josa'), ('나쁘거나', 'Adjective')]",3
행실이 추저분하게,-2.0,"[('행실', 'Noun'), ('이', 'Josa'), ('추저', 'Noun'), ('분하게', 'Adjective')]",4
행실이 추저분하다,-2.0,"[('행실', 'Noun'), ('이', 'Josa'), ('추저', 'Noun'), ('분하다', 'Adjective')]",4
행실이 추저분한,-2.0,"[('행실', 'Noun'), ('이', 'Josa'), ('추', 'Noun'), ('저', 'Determiner'), ('분한', 'Noun')]",5
행실이 추저분한 사람,-2.0,"[('행실', 'Noun'), ('이', 'Josa'), ('추', 'Noun'), ('저', 'Determiner'), ('분한', 'Noun'), ('사람', 'Noun')]",6
행우하다,2.0,"[('행', 'Noun'), ('우', 'Adverb'), ('하다', 'Verb')]",3
행운을,2.0,"[('행운', 'Noun'), ('을', 'Josa')]",2
행운을 누림,2.0,"[('행운', 'Noun'), ('을', 'Josa'), ('누림', 'Verb')]",3
행운의,1.0,"[('행운', 'Noun'), ('의', 'Josa')]",2
행위를 죄악이라고,-2.0,"[('행위', 'Noun'), ('를', 'Josa'), ('죄악', 'Noun'), ('이라고', 'Josa')]",4
행패를 부리고,-2.0,"[('행패', 'Noun'), ('를', 'Josa'), ('부리고', 'Noun')]",3
행하던 형벌,-2.0,"[('행', 'Noun'), ('하던', 'Verb'), ('형벌', 'Noun')]",3
향기가,1.0,"[('향기', 'Noun'), ('가', 'Josa')]",2
향기가 있다,1.0,"[('향기', 'Noun'), ('가', 'Josa'), ('있다', 'Adjective')]",3
향기가 좋고,1.0,"[('향기', 'Noun'), ('가', 'Josa'), ('좋고', 'Adjective')]",3
향기로운,-1.0,"[('향기로운', 'Adjective')]",1
향상,1.0,"[('향상', 'Noun')]",1
향상시키다,1.0,"[('향상', 'Noun'), ('시키다', 'Verb')]",2
허기가 져서,-1.0,"[('허기', 'Noun'), ('가', 'Josa'), ('져서', 'Eomi')]",3
허는,-1.0,"[('허는', 'Verb')]",1
허는 증상,-1.0,"[('허는', 'Verb'), ('증상', 'Noun')]",2
허덕이다,-1.0,"[('허덕이다', 'Verb')]",1
허둥거리는,-1.0,"[('허둥거리는', 'Verb')]",1
허둥거리며,-1.0,"[('허둥거리며', 'Verb')]",1
허둥대어,-1.0,"[('허둥대어', 'Verb')]",1
허둥지둥하다,-1.0,"[('허둥지둥', 'Noun'), ('하다', 'Verb')]",2
허락도 없이,-1.0,"[('허락', 'Noun'), ('도', 'Josa'), ('없이', 'Adverb')]",3
허락되다,1.0,"[('허락', 'Noun'), ('되다', 'Verb')]",2
허락하여,1.0,"[('허락', 'Noun'), ('하여', 'Verb')]",2
허락하여 베풀어,1.0,"[('허락', 'Noun'), ('하여', 'Verb'), ('베풀어', 'Verb')]",3
허락하지 아니함,-2.0,"[('허락', 'Noun'), ('하지', 'Verb'), ('아니', 'Adjective'), ('함', 'Noun')]",4
허랑방탕한,-2.0,"[('허랑', 'Verb'), ('방탕한', 'Adjective')]",2
허랑방탕한 생활을,-2.0,"[('허랑', 'Verb'), ('방탕한', 'Adjective'), ('생활', 'Noun'), ('을', 'Josa')]",4
허름하고,-1.0,"[('허름', 'Noun'), ('하고', 'Josa')]",2
허름하고 잡스러운,-1.0,"[('허름', 'Noun'), ('하고', 'Josa'), ('잡', 'Noun'), ('스러운', 'Josa')]",4
허름하고 잡스럽다,-1.0,"[('허름', 'Noun'), ('하고', 'Josa'), ('잡', 'Noun'), ('스럽다', 'Adjective')]",4
허리가 아픈,-1.0,"[('허리', 'Noun'), ('가', 'Josa'), ('아픈', 'Adjective')]",3
허망한,-1.0,"[('허망', 'Noun'), ('한', 'Josa')]",2
허무,-1.0,"[('허무', 'Noun')]",1
허무감,-1.0,"[('허무', 'Noun'), ('감', 'Noun')]",2
허무에서,-1.0,"[('허무', 'Noun'), ('에서', 'Josa')]",2
허무에서 오는,-1.0,"[('허무', 'Noun'), ('에서', 'Josa'), ('오는', 'Verb')]",3
허무하다,-1.0,"[('허무하다', 'Adjective')]",1
허무한,-1.0,"[('허무한', 'Adjective')]",1
허무한 느낌,-1.0,"[('허무한', 'Adjective'), ('느낌', 'Noun')]",2
허물없이 사귀다,1.0,"[('허물', 'Noun'), ('없이', 'Adverb'), ('사귀다', 'Verb')]",3
허물을,-1.0,"[('허물', 'Noun'), ('을', 'Josa')]",2
허물을 너그럽게,1.0,"[('허물', 'Noun'), ('을', 'Josa'), ('너그럽게', 'Adjective')]",3
허물이 없이,1.0,"[('허물', 'Noun'), ('이', 'Josa'), ('없이', 'Adverb')]",3
허물이 있어,-1.0,"[('허물', 'Noun'), ('이', 'Josa'), ('있어', 'Adjective')]",3
허물이나,-1.0,"[('허물', 'Noun'), ('이나', 'Josa')]",2
허병,-1.0,"[('허', 'Verb'), ('병', 'Noun')]",2
허비하는,-1.0,"[('허비하는', 'Adjective')]",1
허비하는 짓,-1.0,"[('허비하는', 'Adjective'), ('짓', 'Noun')]",2
허사가,-1.0,"[('허사', 'Noun'), ('가', 'Josa')]",2
허사가 되어,-1.0,"[('허사', 'Noun'), ('가', 'Josa'), ('되어', 'Verb')]",3
허섭쓰레기,-1.0,"[('허섭', 'Noun'), ('쓰레기', 'Noun')]",2
허세를,-1.0,"[('허세', 'Noun'), ('를', 'Josa')]",2
허세를 부리다,-1.0,"[('허세', 'Noun'), ('를', 'Josa'), ('부리', 'Noun'), ('다', 'Josa')]",4
허세를 부림,-1.0,"[('허세', 'Noun'), ('를', 'Josa'), ('부림', 'Noun')]",3
허술하여서,-1.0,"[('허', 'Verb'), ('술', 'Noun'), ('하', 'Suffix'), ('여서', 'Josa')]",4
허술한,-1.0,"[('허', 'Verb'), ('술', 'Noun'), ('한', 'Josa')]",3
허술한 데가,-1.0,"[('허', 'Verb'), ('술', 'Noun'), ('한', 'Josa'), ('데', 'Noun'), ('가', 'Josa')]",5
허술한 점,-1.0,"[('허', 'Verb'), ('술', 'Noun'), ('한', 'Josa'), ('점', 'Noun')]",4
허실 없이,1.0,"[('허실', 'Verb'), ('없이', 'Adverb')]",2
허약하다,-1.0,"[('허약하다', 'Adjective')]",1
허약하여,-1.0,"[('허약하여', 'Adjective')]",1
허약하여져서,-1.0,"[('허약하여져서', 'Adjective')]",1
허약하여진,-1.0,"[('허약하여진', 'Adjective')]",1
허약한,-1.0,"[('허약한', 'Adjective')]",1
허약한 사람,-1.0,"[('허약한', 'Adjective'), ('사람', 'Noun')]",2
허약한 증상이,-1.0,"[('허약한', 'Adjective'), ('증상', 'Noun'), ('이', 'Josa')]",3
허약할,-1.0,"[('허약할', 'Adjective')]",1
허약할 때,-1.0,"[('허약할', 'Adjective'), ('때', 'Noun')]",2
허약해져서,-1.0,"[('허약해져서', 'Adjective')]",1
허약해지다,-1.0,"[('허약해지다', 'Adjective')]",1
허약해진,-1.0,"[('허약해진', 'Adjective')]",1
허용하지 아니함,-2.0,"[('허용', 'Noun'), ('하지', 'Verb'), ('아니', 'Adjective'), ('함', 'Noun')]",4
허전하거나,-1.0,"[('허전하거나', 'Adjective')]",1
허전하고,-1.0,"[('허전하고', 'Adjective')]",1
허전하고 쓸쓸함,-1.0,"[('허전하고', 'Adjective'), ('쓸쓸함', 'Adjective')]",2
허전하다,-1.0,"[('허전하다', 'Adjective')]",1
허전한,-1.0,"[('허전한', 'Adjective')]",1
허전한 느낌,-1.0,"[('허전한', 'Adjective'), ('느낌', 'Noun')]",2
허전한 느낌이,-1.0,"[('허전한', 'Adjective'), ('느낌', 'Noun'), ('이', 'Josa')]",3
허접,-2.0,"[('허', 'Verb'), ('접', 'Noun')]",2
허접스럽다,-2.0,"[('허접스럽다', 'Adjective')]",1
허접쓰레기,-2.0,"[('허', 'Verb'), ('접', 'Noun'), ('쓰레기', 'Noun')]",3
허접하다,-2.0,"[('허', 'Verb'), ('접하다', 'Verb')]",2
허찮은 일로,-2.0,"[('허찮', 'Noun'), ('은', 'Josa'), ('일로', 'Noun')]",3
허탕이,-2.0,"[('허탕', 'Noun'), ('이', 'Josa')]",2
허탕이 되어,-2.0,"[('허탕', 'Noun'), ('이', 'Josa'), ('되어', 'Verb')]",3
허탕하다,-2.0,"[('허탕', 'Noun'), ('하다', 'Verb')]",2
허풍을,-1.0,"[('허풍', 'Noun'), ('을', 'Josa')]",2
허풍을 치는,-1.0,"[('허풍', 'Noun'), ('을', 'Josa'), ('치는', 'Verb')]",3
허풍을 치다,-1.0,"[('허풍', 'Noun'), ('을', 'Josa'), ('치', 'Noun'), ('다', 'Josa')]",4
허풍을 치며,-1.0,"[('허풍', 'Noun'), ('을', 'Josa'), ('치', 'Noun'), ('며', 'Josa')]",4
허하여,-1.0,"[('허하여', 'Verb')]",1
허황되게,-2.0,"[('허황', 'Noun'), ('되게', 'Adverb')]",2
허황되게 행동하다,-2.0,"[('허황', 'Noun'), ('되게', 'Adverb'), ('행동', 'Noun'), ('하다', 'Verb')]",4
허황되다,-2.0,"[('허황', 'Noun'), ('되다', 'Verb')]",2
허황된,-2.0,"[('허황', 'Noun'), ('된', 'Verb')]",2
허황된 모양,-2.0,"[('허황', 'Noun'), ('된', 'Verb'), ('모양', 'Noun')]",3
허황하고,-2.0,"[('허황', 'Noun'), ('하고', 'Josa')]",2
허황하며,-2.0,"[('허황', 'Noun'), ('하며', 'Verb')]",2
허황한,-2.0,"[('허황', 'Noun'), ('한', 'Josa')]",2
허황한 것을,-2.0,"[('허황', 'Noun'), ('한', 'Josa'), ('것', 'Noun'), ('을', 'Josa')]",4
헉헉대다,-1.0,"[('헉헉대다', 'Verb')]",1
헌데가 곪느라고,-1.0,"[('헌데가', 'Verb'), ('곪느', 'Noun'), ('라고', 'Josa')]",3
헌데가 생겨서,-1.0,"[('헌데가', 'Verb'), ('생겨서', 'Verb')]",2
헌데나,-1.0,"[('헌데나', 'Verb')]",1
헌식적이다,2.0,"[('헌', 'Modifier'), ('식', 'Noun'), ('적', 'Suffix'), ('이다', 'Josa')]",4
헌신적,2.0,"[('헌신', 'Noun'), ('적', 'Suffix')]",2
헌신적인,2.0,"[('헌신', 'Noun'), ('적', 'Suffix'), ('인', 'Josa')]",3
헐거나,-1.0,"[('헐거나', 'Verb')]",1
헐거워서,-1.0,"[('헐거워서', 'Adjective')]",1
헐겁고,-1.0,"[('헐겁고', 'Adjective')]",1
헐겁고 허전한,-1.0,"[('헐겁고', 'Adjective'), ('허전한', 'Adjective')]",2
헐게,-1.0,"[('헐게', 'Verb')]",1
헐게 된다,-1.0,"[('헐게', 'Verb'), ('된다', 'Verb')]",2
헐고,-1.0,"[('헐고', 'Verb')]",1
헐고 너절하다,-1.0,"[('헐고', 'Verb'), ('너절하다', 'Adjective')]",2
헐떡대다,-1.0,"[('헐떡대다', 'Verb')]",1
헐뜯거나,-2.0,"[('헐뜯거나', 'Verb')]",1
헐뜯거나 험상궃은,-2.0,"[('헐뜯거나', 'Verb'), ('험상궃', 'Noun'), ('은', 'Josa')]",3
헐뜯고,-2.0,"[('헐뜯고', 'Verb')]",1
헐뜯고 비난하는,-2.0,"[('헐뜯고', 'Verb'), ('비난', 'Noun'), ('하는', 'Verb')]",3
헐뜯기,-2.0,"[('헐뜯기', 'Verb')]",1
헐뜯기 위하여,-2.0,"[('헐뜯기', 'Verb'), ('위', 'Noun'), ('하여', 'Verb')]",3
헐뜯는,-2.0,"[('헐뜯는', 'Verb')]",1
헐뜯는 근거,-1.0,"[('헐뜯는', 'Verb'), ('근거', 'Noun')]",2
헐뜯는 말을,-2.0,"[('헐뜯는', 'Verb'), ('말', 'Noun'), ('을', 'Josa')]",3
헐뜯는 짓,-2.0,"[('헐뜯는', 'Verb'), ('짓', 'Noun')]",2
헐뜯다,-2.0,"[('헐뜯다', 'Verb')]",1
